tcu_lengths,tcu_words,tcu_syllables
249.0,1,1
1001.0,4,5
568.0,1,1
260.0,1,1
991.0,3,3
655.0,2,2
2009.0,9,9
1350.0,6,7
4742.0,15,19
4286.0,15,20
1579.0,5,6
953.0,1,1
3801.0,15,17
1006.0,3,3
831.0,2,2
2904.0,10,15
3040.0,9,12
2310.0,8,12
7774.0,24,29
706.0,1,3
504.0,2,2
3544.0,12,18
370.0,1,1
723.0,1,1
4916.0,20,26
821.0,2,3
2008.0,5,5
565.0,1,1
2136.0,6,9
2392.0,7,9
3803.0,15,18
659.0,2,2
2406.0,8,11
2166.0,7,10
3610.0,14,25
1190.0,6,8
5150.0,10,16
782.0,1,1
688.0,2,2
1950.0,7,9
7840.0,29,34
4768.0,16,20
1324.0,2,2
1473.0,4,6
922.0,1,1
5248.0,17,22
1320.0,5,6
1019.0,1,1
435.0,2,2
4040.0,13,20
1007.0,3,6
6250.0,21,28
673.0,3,3
5742.0,16,27
927.0,3,3
704.0,1,1
1760.0,9,9
2066.0,4,4
964.0,3,4
344.0,1,1
2710.0,8,9
7243.0,19,22
1320.0,6,6
422.0,1,1
8451.0,4,4
1831.0,9,11
2490.0,10,11
1830.0,10,12
1060.0,5,6
411.0,1,1
4426.0,18,24
633.0,1,1
985.0,5,6
1080.0,4,4
1646.0,7,9
2833.0,14,17
1070.0,3,5
2720.0,9,10
515.0,1,1
1070.0,5,6
700.0,4,4
2250.0,12,16
120.0,1,1
3866.0,10,11
5089.0,11,15
7201.0,28,35
1502.0,5,8
1448.0,4,8
12837.0,22,26
3892.0,16,21
1327.0,4,6
1956.0,9,10
2474.0,7,8
10062.0,38,50
3158.0,8,12
2566.0,9,11
3289.0,11,18
3995.0,7,13
2288.0,13,13
436.0,2,2
564.0,1,1
6626.0,18,24
4560.0,14,21
10215.0,34,46
8099.0,31,44
1787.0,5,5
5329.0,16,21
3435.0,12,12
5099.0,19,25
7936.0,37,41
7138.0,37,43
886.0,3,3
109.0,1,1
2031.0,8,12
395.0,1,1
1804.0,8,9
2688.0,7,9
3722.0,12,16
1904.0,8,9
4251.0,11,16
1782.0,7,8
724.0,2,2
3651.0,12,18
5711.0,16,17
3873.0,10,12
1585.0,5,5
275.0,2,2
4184.0,14,18
1934.0,6,7
1570.0,8,9
2214.0,9,11
4340.0,14,16
5398.0,20,24
7291.0,23,32
2792.0,12,14
2040.0,7,8
3631.0,13,18
243.0,2,2
7516.0,20,28
447.0,1,1
680.0,3,3
2585.0,5,7
8962.0,40,51
3200.0,9,12
1436.0,3,5
301.0,1,1
1170.0,4,9
1826.0,7,11
4005.0,12,15
7500.0,29,34
3621.0,12,14
13568.0,55,63
2946.0,11,18
1563.0,8,11
424.0,3,3
2030.0,6,9
2367.0,8,11
4445.0,10,12
3495.0,7,10
1567.0,5,10
140.0,1,1
4698.0,16,21
2311.0,10,11
6321.0,20,31
296.0,1,1
1398.0,3,4
2552.0,11,11
359.0,1,1
5640.0,21,28
10816.0,15,18
1897.0,6,8
1439.0,7,7
5811.0,22,25
10357.0,31,38
1537.0,5,5
128894.0,2,2
794.0,2,2
1000.0,2,2
6950.0,18,22
1050.0,4,4
5037.0,21,23
1490.0,5,7
2042.0,6,8
1358.0,6,7
1936.0,9,11
4822.0,18,19
5718.0,17,22
1505.0,8,11
1071.0,4,5
1416.0,5,7
7574.0,31,38
6469.0,14,17
22715.0,70,92
1800.0,4,6
1670.0,7,9
1974.0,8,10
2096.0,4,7
5291.0,13,16
2320.0,11,12
2458.0,9,10
5990.0,17,19
3590.0,10,13
2107.0,5,8
7183.0,23,29
518.0,3,3
515.0,5,5
1135.0,4,4
666.0,5,5
2050.0,8,8
1000.0,5,7
3321.0,9,12
2758.0,9,13
2860.0,8,10
87.0,1,1
205.0,1,1
4130.0,16,18
9095.0,28,33
4292.0,15,19
2714.0,13,16
5837.0,21,25
2230.0,6,10
1746.0,4,7
4972.0,14,16
302.0,1,1
2878.0,6,7
6293.0,19,25
1101.0,4,4
5158.0,11,14
4106.0,12,14
3000.0,16,17
6199.0,17,18
258.0,3,3
283.0,1,1
4510.0,16,19
28596.0,37,47
191.0,1,1
4169.0,17,26
3320.0,15,17
1323.0,8,8
713.0,2,2
2916.0,15,17
649.0,2,2
3835.0,12,15
1333.0,8,10
1910.0,8,9
3364.0,11,13
1606.0,4,7
1053.0,2,5
483.0,2,2
3076.0,12,14
533.0,2,2
5301.0,13,20
6726.0,4,4
5477.0,19,21
2264.0,6,9
1880.0,6,8
8929.0,32,39
1160.0,2,5
2986.0,11,13
173.0,1,1
495.0,2,2
3810.0,14,16
5594.0,14,25
5953.0,4,4
2064.0,9,12
855.0,5,6
4477.0,18,22
542.0,2,2
1051.0,3,6
4819.0,11,14
2485.0,7,8
472.0,2,2
1336.0,5,5
8145.0,19,26
624.0,1,1
705.0,2,2
833.0,3,3
396.0,1,1
613.0,2,2
1577.0,6,6
3970.0,15,17
3010.0,16,20
973.0,3,5
2910.0,9,12
5286.0,18,22
732.0,1,1
3480.0,15,21
1454.0,5,7
442.0,2,2
754.0,2,2
3052.0,9,14
464.0,2,2
569.0,1,1
151.0,1,1
1566.0,3,6
569.0,2,2
2534.0,10,12
3558.0,7,7
1691.0,9,9
1423.0,5,6
628.0,2,2
3327.0,7,13
465.0,2,2
514.0,2,2
3868.0,16,20
315.0,2,2
455.0,1,1
4084.0,15,22
380.0,1,1
746.0,2,2
3492.0,8,10
433.0,1,1
791.0,2,5
462.0,1,1
7186.0,24,33
334.0,3,5
1040.0,3,3
1190.0,4,5
530.0,1,1
178.0,1,1
2246.0,10,12
750.0,2,2
750.0,2,2
1221.0,3,3
645.0,2,2
1392.0,7,8
3910.0,13,16
1970.0,8,11
635.0,2,2
349.0,2,2
528.0,2,2
2779.0,10,16
352.0,3,3
727.0,2,2
360.0,2,2
892.0,5,5
3825.0,11,16
599.0,1,3
544.0,2,2
609.0,3,3
1863.0,7,9
380.0,1,1
1265.0,3,6
1010.0,6,6
1679.0,7,8
743.0,1,1
370.0,1,1
515.0,1,1
3426.0,12,18
1632.0,7,7
1672.0,8,8
6216.0,18,25
390.0,2,2
7136.0,19,27
7133.0,3,4
1710.0,7,8
1310.0,3,4
1387.0,4,5
4842.0,12,16
353.0,3,3
383.0,1,1
360.0,2,2
2194.0,5,8
1159.0,6,6
410.0,2,2
1021.0,3,4
598.0,2,2
3769.0,12,13
3741.0,9,15
380.0,1,1
351.0,2,2
1154.0,5,7
239.0,2,2
2890.0,10,15
2040.0,6,6
1729.0,4,6
4300.0,16,20
581.0,2,2
4662.0,15,19
562.0,2,2
388.0,2,2
2932.0,10,16
496.0,2,2
2487.0,6,10
1348.0,4,4
686.0,1,3
5254.0,12,12
2917.0,9,11
883.0,4,6
6620.0,18,24
248.0,2,2
810.0,1,4
784.0,2,3
440.0,2,2
447.0,1,2
847.0,3,3
478.0,1,1
1210.0,3,6
421.0,2,2
1316.0,5,7
5837.0,12,20
512.0,2,2
3649.0,11,14
665.0,2,2
345.0,2,2
3930.0,13,18
2652.0,8,11
4174.0,16,18
21412.0,40,49
8364.0,24,30
2268.0,9,13
6623.0,18,28
626.0,1,1
6640.0,19,28
567.0,2,2
468.0,2,2
1518.0,5,7
496.0,1,1
354.0,1,1
497.0,1,1
681.0,1,1
158.0,1,1
187.0,2,2
3650.0,14,17
2570.0,10,10
460.0,2,2
887.0,3,3
1537.0,4,4
1970.0,9,10
2060.0,5,6
3469.0,7,10
5687.0,25,28
196.0,3,3
2164.0,7,12
830.0,2,2
334.0,1,1
1825.0,7,8
297.0,3,3
3254.0,12,17
381.0,2,2
741.0,2,2
375.0,1,1
4249.0,15,18
538.0,2,2
2098.0,7,12
1490.0,5,5
1471.0,7,7
580.0,2,2
5020.0,15,17
804.0,4,4
5330.0,19,26
926.0,4,7
1606.0,6,6
392.0,1,1
3238.0,9,13
3647.0,12,14
484.0,2,2
1363.0,5,6
1354.0,5,7
2498.0,5,9
2137.0,8,10
395.0,3,3
1013.0,3,3
484.0,3,3
2479.0,9,13
1056.0,4,5
1738.0,9,10
1971.0,8,10
290.0,1,1
622.0,2,2
880.0,5,5
710.0,3,3
995.0,5,5
639.0,2,2
722.0,4,4
380.0,2,3
3777.0,7,9
295.0,1,2
1214.0,6,7
816.0,3,3
1260.0,6,7
541.0,2,2
1500.0,6,7
1444.0,5,5
284.0,1,1
1426.0,5,6
441.0,1,1
439.0,1,1
2944.0,13,18
312.0,3,3
993.0,3,3
940.0,3,3
3489.0,6,10
1941.0,6,7
1250.0,5,5
5355.0,18,20
526.0,2,2
1571.0,5,8
621.0,1,1
3630.0,18,21
839.0,3,3
1500.0,6,6
4990.0,16,29
3310.0,13,17
1757.0,5,5
1802.0,8,16
444.0,3,3
3136.0,6,7
1993.0,6,11
278.0,2,2
3596.0,14,20
290.0,1,1
4433.0,17,23
890.0,2,2
243.0,1,1
1326.0,4,4
1875.0,6,8
6638.0,14,19
267.0,4,4
2066.0,5,6
350.0,1,2
2178.0,4,5
317.0,1,2
4245.0,11,18
268.0,1,1
1556.0,10,12
307.0,1,2
1043.0,2,2
509.0,1,1
1300.0,4,4
760.0,5,5
1750.0,7,10
371.0,1,1
450.0,1,2
3079.0,9,15
6112.0,21,28
3126.0,15,20
1439.0,8,8
420.0,2,2
543.0,1,1
502.0,1,1
2093.0,11,14
283.0,1,1
251.0,1,1
434.0,1,1
2690.0,9,9
2980.0,9,11
3317.0,7,8
930.0,7,9
780.0,3,4
2230.0,8,14
570.0,2,3
343.0,1,1
552.0,1,2
4761.0,16,22
3633.0,7,7
997.0,5,6
2740.0,11,13
9858.0,30,44
253.0,1,1
4520.0,16,27
3972.0,11,15
350.0,1,1
1430.0,7,9
290.0,2,2
4701.0,19,24
523.0,2,2
385.0,1,1
1886.0,9,13
180.0,1,2
2440.0,8,10
1114.0,8,8
260.0,1,1
3178.0,15,17
4960.0,19,24
597.0,1,1
1659.0,8,10
279.0,2,2
689.0,5,5
3090.0,12,14
1420.0,9,10
2525.0,13,14
1037.0,5,8
276.0,2,2
1582.0,8,10
690.0,3,3
2394.0,14,15
290.0,2,2
4373.0,14,14
1500.0,6,8
227.0,1,1
689.0,1,3
4285.0,18,23
1199.0,5,5
1073.0,5,6
490.0,1,2
425.0,1,1
210.0,1,1
560.0,2,2
3190.0,12,14
1130.0,6,8
360.0,2,2
2150.0,12,12
6866.0,29,35
4017.0,3,3
3262.0,15,19
506.0,2,2
758.0,3,3
761.0,3,3
379.0,2,2
940.0,7,7
1602.0,5,5
4978.0,17,22
4772.0,17,25
1360.0,9,11
390.0,2,2
2567.0,11,14
1120.0,6,9
329.0,1,1
171.0,2,2
116.0,1,1
5278.0,16,21
2121.0,11,13
941.0,4,4
848.0,3,3
1190.0,6,9
347.0,1,1
439.0,1,2
678.0,2,4
159.0,1,1
258.0,1,1
1688.0,7,9
462.0,3,3
1830.0,11,12
1530.0,11,12
627.0,2,3
1940.0,12,14
6376.0,12,17
1490.0,6,9
953.0,3,6
412.0,1,1
457.0,1,2
367.0,2,2
2010.0,7,10
400.0,1,1
340.0,1,2
1380.0,5,6
410.0,1,1
357.0,1,2
206.0,1,1
660.0,2,3
1160.0,3,5
230.0,1,1
270.0,1,1
890.0,5,7
130.0,2,3
1310.0,2,2
2696.0,11,15
1534.0,5,6
420.0,1,1
1508.0,9,13
296.0,1,1
760.0,2,6
5159.0,16,19
260.0,1,1
1415.0,7,8
3300.0,11,17
1680.0,7,10
1800.0,10,11
4635.0,19,23
254.0,1,1
2838.0,11,13
1810.0,8,11
660.0,3,3
470.0,2,2
185.0,1,1
1454.0,8,8
486.0,1,1
387.0,1,1
1336.0,5,5
1247.0,5,5
350.0,2,2
6235.0,12,15
3465.0,10,16
2822.0,13,17
390.0,2,2
7111.0,21,27
431.0,2,2
2849.0,7,7
420.0,2,2
1150.0,5,6
2293.0,4,4
1543.0,9,10
488.0,2,2
1836.0,6,7
360.0,1,1
900.0,4,5
380.0,2,2
1188.0,6,7
220.0,1,1
1107.0,4,4
4121.0,9,12
387.0,2,2
363.0,2,2
660.0,3,3
1097.0,5,5
180.0,2,4
380.0,1,2
320.0,1,1
402.0,1,1
1325.0,6,7
3610.0,13,16
3792.0,7,9
2960.0,13,15
413.0,2,2
2970.0,5,10
1910.0,6,7
1480.0,6,8
1350.0,6,7
1326.0,6,6
627.0,2,2
4139.0,17,19
2170.0,9,10
607.0,2,2
1284.0,6,7
910.0,2,4
974.0,2,3
1443.0,8,8
2809.0,9,10
2421.0,11,13
2000.0,7,10
768.0,1,1
4064.0,10,15
538.0,1,1
336.0,1,1
950.0,4,4
425.0,1,1
4186.0,18,21
799.0,3,3
394.0,2,2
4786.0,16,19
4673.0,21,24
1163.0,4,6
2650.0,9,9
1327.0,5,5
1943.0,3,3
1414.0,10,12
398.0,1,1
3540.0,16,20
730.0,3,3
343.0,1,1
4347.0,18,23
3081.0,9,11
415.0,2,2
4510.0,14,17
550.0,4,5
6786.0,26,34
200.0,2,2
1290.0,7,8
406.0,2,2
2830.0,13,14
1973.0,8,11
470.0,1,1
3369.0,11,13
536.0,1,1
468.0,1,1
1950.0,6,9
185.0,1,1
801.0,2,3
108.0,1,1
2480.0,13,15
1199.0,3,3
1691.0,7,7
2072.0,5,9
402.0,1,2
566.0,3,3
3463.0,12,15
3086.0,12,17
3300.0,9,12
576.0,1,2
6836.0,21,22
2571.0,12,14
466.0,2,2
3795.0,13,16
5909.0,12,15
572.0,1,1
690.0,1,3
185.0,1,1
717.0,2,2
5454.0,5,6
2781.0,10,12
1353.0,4,4
4905.0,19,25
390.0,2,2
2278.0,9,10
2917.0,12,13
359.0,2,2
5624.0,22,29
350.0,2,2
606.0,1,3
2883.0,8,10
3260.0,12,15
387.0,2,2
491.0,2,2
2580.0,8,12
413.0,1,1
1554.0,7,9
376.0,2,2
2333.0,6,12
1633.0,8,10
243.0,1,1
1870.0,9,10
555.0,2,2
656.0,3,3
341.0,1,1
435.0,1,1
4143.0,17,19
1601.0,8,12
360.0,4,4
1897.0,8,9
2649.0,12,16
4783.0,16,23
353.0,2,2
264.0,1,1
360.0,1,1
521.0,1,1
1492.0,8,10
83.0,1,1
298.0,2,2
1775.0,7,9
1214.0,6,7
230.0,1,1
1785.0,7,8
399.0,1,2
327.0,1,1
1205.0,5,6
538.0,1,2
427.0,2,2
679.0,4,5
344.0,2,2
2191.0,10,11
1028.0,3,4
510.0,2,2
7423.0,22,32
4786.0,9,12
4101.0,16,18
6227.0,20,25
463.0,1,1
2210.0,9,12
812.0,3,4
730.0,3,3
880.0,4,5
2600.0,10,13
497.0,1,1
2720.0,9,11
564.0,2,2
2631.0,11,16
438.0,1,1
712.0,2,2
2446.0,8,13
400.0,1,1
1110.0,2,5
527.0,1,1
740.0,4,4
6074.0,17,20
4154.0,14,21
5130.0,20,24
395.0,1,1
920.0,4,5
3170.0,15,17
455.0,1,2
770.0,3,4
4711.0,11,16
1180.0,5,5
1420.0,7,8
5280.0,18,24
2558.0,12,16
3456.0,2,2
1858.0,8,11
4120.0,11,13
1670.0,2,2
3390.0,11,15
1087.0,4,4
1610.0,5,8
649.0,1,1
2110.0,7,9
5885.0,19,24
5748.0,21,25
8262.0,19,22
486.0,1,1
2417.0,2,2
530.0,2,2
2250.0,7,10
403.0,1,1
1200.0,4,8
2460.0,10,12
4350.0,11,14
687.0,2,2
3363.0,14,18
2180.0,8,9
2740.0,12,12
1758.0,5,8
1680.0,7,9
4375.0,14,20
2119.0,5,10
1060.0,6,7
3690.0,18,21
3231.0,12,15
703.0,2,2
1840.0,5,6
4088.0,17,21
8162.0,24,36
1661.0,6,8
493.0,2,2
7387.0,26,34
410.0,2,2
358.0,2,2
4967.0,13,18
659.0,2,2
2216.0,5,7
5891.0,13,16
2330.0,6,7
3180.0,9,9
280.0,1,1
370.0,1,1
840.0,5,5
1511.0,7,12
3268.0,14,15
3666.0,13,17
416.0,1,1
8457.0,24,29
5990.0,19,25
3600.0,9,12
1760.0,7,9
5468.0,14,21
3202.0,9,13
511.0,1,1
1948.0,6,6
1044.0,4,4
5542.0,18,25
2390.0,7,10
1530.0,6,8
2820.0,6,6
2200.0,10,13
486.0,1,1
3050.0,12,16
2000.0,9,11
3320.0,15,17
2815.0,8,11
5212.0,17,19
5544.0,20,23
5470.0,18,22
2180.0,10,12
680.0,1,3
2586.0,10,11
2080.0,8,9
1528.0,5,8
2160.0,9,10
700.0,4,4
7430.0,24,32
2498.0,15,16
250.0,1,1
5940.0,23,28
3080.0,13,19
6235.0,21,28
8103.0,22,32
290.0,2,2
3706.0,12,16
1680.0,7,10
1920.0,6,9
1980.0,6,6
1670.0,9,11
8348.0,24,27
460.0,2,2
2630.0,9,13
210.0,1,1
868.0,3,3
130.0,2,2
10426.0,19,28
2453.0,10,12
1146.0,6,7
900.0,3,3
930.0,5,5
5560.0,13,18
550.0,1,3
1330.0,9,9
60.0,1,1
4450.0,13,17
7841.0,23,27
410.0,2,2
3330.0,12,15
9850.0,29,38
150.0,1,1
1069.0,4,6
1260.0,4,8
2897.0,7,9
5480.0,17,27
1620.0,9,9
35801.0,43,60
350.0,1,1
544.0,1,3
640.0,5,6
480.0,1,2
260.0,1,1
460.0,2,2
5369.0,22,26
1386.0,6,7
2545.0,6,10
1520.0,8,10
1750.0,10,11
4060.0,15,16
1761.0,9,10
1158.0,2,2
3961.0,14,21
660.0,2,2
850.0,2,5
280.0,2,2
1590.0,8,9
3770.0,16,19
11550.0,23,29
356.0,2,2
1770.0,11,11
4950.0,23,28
2894.0,11,12
3865.0,14,14
3252.0,16,17
6215.0,15,23
1782.0,7,8
10599.0,23,31
320.0,2,2
1050.0,5,6
3158.0,11,15
4346.0,17,22
4913.0,16,19
5263.0,25,34
2888.0,11,13
2100.0,9,11
730.0,3,4
130.0,1,1
2009.0,8,8
3999.0,20,23
4386.0,21,26
720.0,2,2
4533.0,20,25
5070.0,23,31
1910.0,7,10
2687.0,10,11
2551.0,8,11
7581.0,15,24
5368.0,20,24
4240.0,12,14
10079.0,26,32
5186.0,18,25
4483.0,14,16
2200.0,9,13
590.0,2,2
9930.0,31,45
1802.0,6,7
390.0,2,2
7617.0,17,19
3760.0,12,14
1370.0,4,7
1360.0,6,9
2086.0,8,11
3370.0,14,15
8922.0,22,33
6689.0,19,33
534.0,1,1
2069.0,6,10
5201.0,20,33
600.0,2,3
5060.0,15,16
2748.0,7,13
1350.0,6,6
2050.0,7,12
2730.0,6,10
1079.0,2,5
2077.0,8,9
340.0,1,1
1112.0,4,4
302.0,1,1
4238.0,15,20
380.0,3,3
3180.0,10,14
1059.0,2,3
2825.0,19,23
370.0,1,1
3808.0,12,21
2876.0,12,14
490.0,1,1
164.0,1,1
1185.0,3,4
3075.0,12,17
1420.0,11,12
5697.0,21,32
9101.0,37,46
180.0,1,1
2056.0,4,6
4839.0,22,24
380.0,1,1
4240.0,16,21
2858.0,14,16
474.0,1,1
5909.0,20,22
2387.0,12,13
798.0,1,2
1006.0,3,3
411.0,1,1
7915.0,27,39
4237.0,13,17
5087.0,19,23
1650.0,10,12
1440.0,6,9
470.0,2,2
2132.0,10,11
324.0,2,2
6102.0,22,28
10609.0,42,52
373.0,2,2
502.0,2,3
6985.0,22,29
184.0,1,1
2876.0,11,13
3790.0,15,19
358.0,1,1
5140.0,19,26
589.0,1,1
826.0,2,3
5676.0,7,8
2740.0,15,15
689.0,3,3
1500.0,7,9
430.0,1,1
8607.0,30,40
497.0,1,1
8911.0,27,36
196.0,1,1
277.0,1,1
231.0,1,1
1628.0,4,5
297.0,1,1
1680.0,8,9
2398.0,10,12
456.0,1,1
253.0,1,1
3081.0,11,11
2180.0,9,10
1510.0,6,8
450.0,1,1
891.0,4,5
165.0,1,1
610.0,2,2
904.0,6,6
4030.0,15,16
110.0,1,1
4607.0,21,24
1563.0,8,8
7470.0,17,21
379.0,2,2
2930.0,14,15
2821.0,11,11
3522.0,11,11
4788.0,23,25
150.0,1,1
418.0,2,2
887.0,4,4
7250.0,27,39
680.0,2,2
2595.0,11,12
1920.0,4,8
257.0,2,2
5093.0,22,28
1356.0,7,8
1360.0,5,8
527.0,1,1
703.0,2,3
458.0,1,1
286.0,1,1
3030.0,12,18
320.0,1,1
1040.0,4,5
536.0,2,2
2766.0,11,13
408.0,1,1
389.0,1,1
2950.0,14,17
3856.0,17,20
531.0,1,1
624.0,4,5
6747.0,34,38
180.0,1,1
328.0,3,4
852.0,3,4
991.0,2,2
6340.0,18,27
7471.0,29,33
423.0,1,1
297.0,1,1
1869.0,8,10
192.0,1,1
1943.0,9,12
503.0,1,1
731.0,4,4
1090.0,2,4
444.0,1,1
1259.0,5,9
4860.0,17,24
290.0,1,1
70.0,1,1
400.0,2,2
291.0,1,2
1730.0,6,7
3100.0,8,9
1370.0,7,8
1250.0,6,6
790.0,2,2
490.0,2,2
1310.0,7,7
389.0,2,2
916.0,5,5
3703.0,16,18
2852.0,9,12
336.0,1,1
2994.0,7,11
5130.0,22,28
1533.0,4,4
1236.0,4,6
198.0,1,1
1557.0,9,9
1396.0,4,4
4657.0,10,14
3657.0,15,17
4740.0,17,19
310.0,1,1
1301.0,8,9
753.0,4,4
105.0,2,2
550.0,3,3
1650.0,7,12
2147.0,9,13
1420.0,5,7
1914.0,9,10
1330.0,7,7
836.0,4,4
1960.0,7,11
1755.0,6,7
5749.0,21,28
367.0,2,2
1387.0,4,6
4999.0,22,30
370.0,2,2
2772.0,11,13
7411.0,21,28
2830.0,16,18
274.0,2,2
366.0,2,2
2335.0,11,12
4313.0,16,17
1510.0,8,9
7394.0,25,33
3237.0,12,17
6277.0,23,27
170.0,1,1
7109.0,16,17
1210.0,7,7
243.0,1,1
1076.0,5,6
298.0,1,1
174.0,2,2
469.0,2,2
214.0,2,2
290.0,1,1
23524.0,50,67
339.0,1,1
1060.0,5,5
4036.0,11,13
380.0,2,2
150.0,1,1
2360.0,11,16
559.0,3,3
4512.0,17,22
2900.0,11,16
5300.0,13,16
350.0,2,2
1750.0,7,10
9214.0,20,23
6587.0,24,32
320.0,2,2
300.0,2,2
1220.0,5,7
5183.0,22,23
420.0,1,1
1030.0,3,3
2060.0,5,9
3530.0,13,21
560.0,2,2
616.0,3,5
2376.0,6,7
2896.0,5,6
960.0,4,6
1830.0,9,11
4950.0,17,20
6105.0,24,31
17082.0,40,53
405.0,2,3
520.0,1,1
3221.0,14,17
320.0,1,1
6351.0,2,2
5218.0,20,29
5509.0,21,25
3350.0,12,16
7796.0,20,25
320.0,2,2
12916.0,42,54
5681.0,15,23
1740.0,8,10
5853.0,16,20
3549.0,14,14
3190.0,10,14
321.0,1,1
9857.0,32,39
310.0,2,2
7733.0,18,19
5375.0,8,17
315.0,2,2
1201.0,5,6
4680.0,17,22
340.0,2,2
4907.0,12,21
6249.0,22,26
3430.0,10,13
8623.0,13,20
370.0,2,2
8965.0,20,25
300.0,1,1
940.0,3,3
250.0,1,1
5790.0,16,24
9225.0,29,40
4230.0,23,28
1214.0,6,7
281.0,1,1
12910.0,47,52
8800.0,29,40
3105.0,10,11
270.0,1,1
303.0,1,1
4511.0,13,19
360.0,2,2
3848.0,7,7
4969.0,12,15
470.0,2,2
4466.0,12,22
3530.0,12,21
3120.0,12,13
300.0,1,1
3087.0,6,12
830.0,2,2
565.0,2,2
3194.0,10,14
398.0,1,1
5808.0,18,24
7158.0,19,28
6593.0,19,25
6740.0,16,23
330.0,2,2
3120.0,13,17
2170.0,10,10
470.0,2,2
7777.0,21,34
466.0,1,1
338.0,1,1
183.0,1,1
170.0,1,1
3490.0,11,14
1829.0,10,11
2434.0,10,11
7783.0,27,41
4697.0,14,18
3250.0,8,12
415.0,1,1
4195.0,11,22
381.0,1,1
6389.0,20,27
361.0,2,2
2497.0,7,12
2810.0,7,10
379.0,2,2
2274.0,5,9
262.0,1,1
4308.0,13,19
374.0,2,2
3641.0,12,16
4010.0,12,16
636.0,4,4
2570.0,9,11
374.0,2,2
1216.0,3,5
7868.0,16,28
388.0,2,2
8144.0,18,27
2752.0,5,10
386.0,2,2
4545.0,16,21
417.0,1,1
1917.0,4,8
244.0,1,1
3190.0,16,19
1720.0,9,10
1637.0,3,3
12281.0,33,44
389.0,2,2
3420.0,14,17
5101.0,14,21
394.0,2,2
756.0,4,4
4405.0,13,19
845.0,6,7
548.0,2,2
2942.0,16,21
450.0,1,1
509.0,1,1
310.0,1,1
4203.0,15,19
434.0,1,1
910.0,4,4
2639.0,12,13
432.0,2,2
4420.0,19,21
301.0,2,2
2077.0,8,9
1413.0,4,6
482.0,2,2
300.0,1,1
2846.0,8,12
364.0,1,1
5375.0,19,20
379.0,2,2
4173.0,10,16
3876.0,15,19
400.0,2,2
401.0,2,2
1666.0,8,9
7697.0,21,31
50707.0,65,89
442.0,2,2
366.0,2,2
607.0,4,4
4776.0,18,29
4074.0,15,22
3808.0,17,19
7940.0,29,39
3070.0,16,19
500.0,5,5
2122.0,2,6
136.0,2,2
130.0,1,1
6473.0,8,13
443.0,1,1
1982.0,11,13
603.0,4,4
1528.0,9,11
13756.0,48,58
3118.0,8,13
2478.0,13,16
581.0,3,4
1837.0,5,9
2835.0,12,13
222.0,1,1
990.0,4,7
495.0,3,3
6600.0,16,23
3123.0,13,13
525.0,2,2
468.0,2,2
1408.0,3,5
1990.0,3,4
2100.0,6,6
3956.0,12,17
366.0,2,2
1864.0,9,9
1695.0,6,7
5622.0,17,19
270.0,1,1
980.0,3,5
1148.0,3,5
1049.0,7,8
2788.0,14,16
5768.0,18,27
442.0,1,1
5778.0,26,31
2678.0,16,18
772.0,2,2
2576.0,9,10
2683.0,3,3
3979.0,15,17
526.0,1,1
182.0,1,1
160.0,1,1
570.0,2,3
910.0,6,7
1742.0,6,8
470.0,1,2
1203.0,8,8
618.0,3,3
476.0,2,2
3558.0,10,19
1465.0,6,8
7131.0,5,6
903.0,4,4
1694.0,8,9
975.0,5,5
478.0,1,2
551.0,1,1
1490.0,2,2
875.0,4,5
266.0,1,1
2549.0,8,13
588.0,1,1
10525.0,31,41
3153.0,11,12
1600.0,5,5
2059.0,7,9
328.0,2,2
1539.0,5,7
451.0,2,2
993.0,5,5
589.0,1,1
12024.0,33,41
277.0,2,2
290.0,2,2
3030.0,10,15
1340.0,5,9
495.0,1,1
10058.0,24,30
1200.0,5,5
3037.0,10,11
427.0,1,1
707.0,2,3
930.0,3,4
535.0,1,1
2740.0,8,8
5085.0,14,19
4618.0,12,17
483.0,2,2
3240.0,11,12
4350.0,17,20
397.0,2,2
7720.0,23,33
523.0,2,2
3431.0,6,11
460.0,1,1
8083.0,21,28
7084.0,27,32
1243.0,5,7
4676.0,11,13
340.0,2,2
6791.0,12,19
486.0,1,1
2801.0,7,10
511.0,1,1
3610.0,9,11
1732.0,7,10
6071.0,15,22
1650.0,5,6
886.0,2,2
2015.0,4,5
367.0,2,2
1056.0,3,4
3840.0,12,14
454.0,1,1
4768.0,14,17
623.0,1,1
5577.0,13,19
308.0,2,2
1920.0,8,11
1735.0,7,9
464.0,1,1
1270.0,4,4
1062.0,3,4
650.0,2,2
940.0,5,5
499.0,1,1
5044.0,11,14
4603.0,16,19
409.0,1,1
2345.0,9,17
2094.0,8,9
5306.0,13,20
477.0,1,1
2840.0,9,10
990.0,2,2
1210.0,7,10
1010.0,4,7
457.0,2,2
308.0,2,2
818.0,3,6
764.0,1,3
1180.0,5,7
1605.0,6,11
315.0,1,1
2237.0,9,17
241.0,1,1
164.0,1,1
2047.0,8,11
547.0,2,2
799.0,2,3
4657.0,3,3
625.0,2,2
3047.0,9,10
3511.0,11,14
2510.0,9,13
2900.0,7,8
1030.0,2,2
2734.0,13,14
1477.0,2,3
864.0,3,3
638.0,1,2
895.0,3,3
585.0,3,3
487.0,1,3
2021.0,8,11
410.0,1,1
