tcu_lengths,tcu_words,tcu_syllables
4350.0,3,2
2960.0,3,7
3789.0,15,19
2176.0,8,9
347.0,1,1
6785.0,20,29
17396.0,2,1
1840.0,8,10
14616.0,37,61
5058.0,18,23
1604.0,10,10
413.0,1,1
404.0,1,1
5486.0,8,11
540.0,3,3
565.0,2,2
3260.0,10,17
3023.0,3,4
1051.0,3,3
577.0,5,5
714.0,2,3
1060.0,3,5
1800.0,5,9
1040.0,4,4
1887.0,9,9
3120.0,9,13
1540.0,8,10
13942.0,43,52
1387.0,7,7
302.0,1,1
1223.0,5,5
579.0,2,2
1141.0,6,8
100.0,1,1
1410.0,9,10
780.0,2,4
380.0,3,3
339.0,2,2
1090.0,5,6
3172.0,11,15
260.0,2,2
2654.0,7,12
250.0,1,1
1003.0,6,7
1420.0,7,12
1150.0,7,8
4219.0,13,20
255.0,2,2
1687.0,6,7
1985.0,9,18
881.0,5,6
218.0,2,2
4338.0,13,16
3313.0,8,16
212.0,1,1
310.0,2,2
3885.0,14,21
272.0,1,1
290.0,2,2
4405.0,18,23
267.0,3,3
210.0,1,1
1911.0,10,14
246.0,2,2
1658.0,8,11
236.0,2,2
1979.0,8,12
252.0,2,2
229.0,1,1
750.0,3,5
5170.0,16,25
2390.0,9,15
8106.0,24,34
486.0,1,2
202.0,1,1
1279.0,7,9
1602.0,8,10
294.0,2,2
181.0,1,1
724.0,2,4
870.0,5,8
9864.0,25,33
325.0,2,2
3991.0,11,16
260.0,1,1
1446.0,7,7
280.0,2,2
3231.0,16,22
170.0,1,1
491.0,2,2
627.0,3,3
267.0,1,1
6453.0,16,16
300.0,2,2
930.0,4,5
2040.0,4,10
6240.0,16,25
309.0,2,2
3587.0,8,14
4841.0,14,20
1138.0,4,6
333.0,2,2
388.0,1,2
2750.0,12,16
4128.0,11,18
1085.0,5,5
405.0,2,2
3237.0,9,13
2874.0,14,17
3970.0,11,20
370.0,1,1
694.0,2,2
3931.0,13,14
584.0,2,2
1147.0,2,5
773.0,4,5
490.0,1,2
383.0,1,1
398.0,2,2
300.0,3,3
199.0,1,1
950.0,2,5
2490.0,9,13
1950.0,6,10
5698.0,16,22
509.0,5,5
1185.0,5,5
431.0,2,2
540.0,3,3
330.0,1,1
4020.0,13,16
310.0,2,2
2340.0,10,13
244.0,2,2
1870.0,8,10
3140.0,5,8
280.0,2,2
1048.0,4,5
233.0,1,1
991.0,5,5
6964.0,15,27
1642.0,6,6
462.0,1,1
5106.0,15,28
1864.0,6,10
351.0,1,1
730.0,1,1
2770.0,13,16
2630.0,11,15
307.0,2,2
791.0,3,3
1283.0,5,8
238.0,1,1
4201.0,13,18
2081.0,8,10
2105.0,7,10
3442.0,17,20
379.0,2,2
3668.0,9,14
235.0,2,2
1145.0,4,5
2960.0,9,12
472.0,2,2
550.0,2,3
236.0,2,2
2205.0,7,12
3016.0,8,11
469.0,2,2
5200.0,16,27
500.0,3,3
1500.0,6,9
4528.0,22,27
1010.0,6,7
1763.0,7,7
417.0,1,1
970.0,4,5
1684.0,7,9
2019.0,6,9
333.0,2,2
5845.0,16,24
329.0,2,2
5313.0,10,18
321.0,1,1
4421.0,17,27
3930.0,13,16
2870.0,9,14
280.0,2,2
2955.0,15,18
1868.0,12,12
644.0,4,4
220.0,1,1
560.0,2,2
630.0,2,2
813.0,4,4
3554.0,8,14
300.0,2,2
3486.0,10,15
1749.0,6,9
240.0,2,2
3659.0,13,20
260.0,2,2
210.0,2,2
7107.0,19,28
302.0,2,2
4589.0,12,24
264.0,2,2
2281.0,7,11
244.0,2,2
2013.0,6,6
364.0,1,2
1297.0,4,6
290.0,2,2
261.0,3,3
440.0,3,3
1540.0,4,10
364.0,2,3
309.0,1,1
877.0,4,5
2250.0,8,15
312.0,2,2
2180.0,10,12
1280.0,6,8
252.0,1,1
5489.0,17,22
270.0,2,2
499.0,1,1
149.0,1,1
520.0,2,3
439.0,4,4
394.0,1,1
1850.0,5,10
872.0,3,3
254.0,1,1
284.0,2,2
4339.0,14,21
2210.0,11,15
3526.0,12,15
410.0,2,3
287.0,2,2
1277.0,5,6
482.0,2,2
760.0,2,4
530.0,2,2
1158.0,2,2
3403.0,13,17
286.0,2,2
590.0,1,3
692.0,1,4
290.0,2,2
5565.0,18,22
15693.0,42,55
272.0,2,2
305.0,2,2
4093.0,16,21
281.0,1,1
2567.0,8,8
269.0,2,2
2436.0,8,12
2065.0,5,8
235.0,2,2
1925.0,9,13
694.0,1,4
327.0,2,2
391.0,2,2
1422.0,4,6
3213.0,8,15
3026.0,43,63
310.0,1,1
1740.0,10,11
15008.0,42,64
2959.0,11,16
1168.0,4,4
2304.0,2,2
3267.0,11,11
802.0,1,1
13983.0,31,49
3802.0,9,11
637.0,2,2
3006.0,9,14
1167.0,4,5
2738.0,9,10
9528.0,26,38
905.0,1,1
360.0,1,1
2849.0,9,13
1466.0,6,6
6248.0,24,32
640.0,2,2
2710.0,12,14
2960.0,15,17
4374.0,9,13
278.0,1,1
828.0,2,2
13551.0,31,38
614.0,1,1
6998.0,17,21
622.0,1,1
15185.0,26,39
380.0,1,1
790.0,3,3
1510.0,7,8
6488.0,21,27
5671.0,15,27
655.0,3,3
3516.0,10,16
650.0,3,3
4782.0,13,17
552.0,2,2
1262.0,6,8
11001.0,26,42
7956.0,22,32
1539.0,7,8
12111.0,15,20
992.0,3,4
703.0,2,2
11099.0,23,33
545.0,1,1
3850.0,7,10
34378.0,12,15
368.0,1,1
1722.0,7,9
5720.0,23,29
3736.0,19,22
432.0,1,2
210.0,1,1
540.0,4,4
4768.0,12,19
5048.0,13,20
980.0,4,4
2110.0,6,9
15377.0,18,22
618.0,1,1
20984.0,45,63
664.0,2,2
5868.0,19,22
4994.0,18,20
15294.0,32,39
824.0,1,1
376.0,1,1
2500.0,11,15
747.0,2,2
588.0,3,3
3576.0,9,13
7270.0,26,34
3547.0,8,14
3036.0,11,16
516.0,2,2
850.0,2,2
4003.0,7,10
15867.0,27,41
1417.0,1,2
704.0,1,1
376.0,1,1
1179.0,5,8
911.0,3,4
595.0,2,2
1528.0,7,8
2344.0,7,8
3645.0,14,16
5841.0,15,17
2038.0,9,9
450.0,1,1
6277.0,15,22
4390.0,22,25
340.0,1,1
6806.0,31,35
318.0,1,1
805.0,2,3
4388.0,6,7
799.0,2,2
1710.0,6,8
11914.0,8,8
3588.0,11,14
2970.0,13,15
1230.0,7,7
697.0,2,2
2733.0,8,8
2713.0,10,13
1991.0,7,8
3470.0,13,16
689.0,1,1
3550.0,12,17
493.0,2,2
1910.0,9,11
4410.0,13,14
1019.0,1,1
2990.0,14,19
1151.0,3,3
1590.0,4,7
33214.0,4,6
6715.0,19,22
2010.0,5,6
5850.0,20,28
5927.0,16,20
5695.0,14,20
3748.0,16,21
630.0,2,2
2830.0,11,13
1342.0,4,6
2718.0,8,10
2500.0,10,11
400.0,2,2
4070.0,16,16
3684.0,8,9
2446.0,8,11
330.0,1,1
665.0,1,1
2241.0,10,11
1640.0,8,8
2847.0,7,7
1910.0,2,2
870.0,2,2
385.0,1,1
7922.0,24,36
396.0,4,4
2120.0,8,9
3290.0,7,7
3240.0,11,13
2538.0,11,14
256.0,3,3
1430.0,7,10
577.0,1,1
1940.0,9,10
807.0,4,4
1360.0,5,5
2292.0,7,8
7297.0,24,28
720.0,1,1
1270.0,6,7
360.0,2,2
1930.0,4,4
980.0,4,5
2040.0,8,10
3810.0,10,14
1200.0,5,7
630.0,2,2
1070.0,6,7
250.0,1,1
770.0,1,1
1642.0,6,8
775.0,2,2
2075.0,8,9
6020.0,14,17
4241.0,13,15
1221.0,6,7
3186.0,11,13
400.0,2,2
9761.0,20,30
420.0,2,2
3090.0,9,10
1110.0,6,6
440.0,1,1
1970.0,8,11
1848.0,3,3
2272.0,4,6
4373.0,11,15
1250.0,6,6
160.0,1,1
1950.0,9,10
500.0,2,2
1396.0,9,9
734.0,1,1
960.0,4,5
548.0,2,2
2302.0,9,12
8790.0,28,31
387.0,1,1
2510.0,6,10
330.0,4,4
1096.0,1,1
930.0,3,6
2739.0,8,11
330.0,2,2
740.0,2,2
310.0,2,2
3041.0,5,7
13947.0,3,3
7195.0,24,27
3580.0,18,22
3574.0,12,20
1180.0,6,7
647.0,1,1
1510.0,8,9
475.0,2,2
2195.0,12,12
380.0,2,2
2489.0,13,17
700.0,3,3
3730.0,9,10
1262.0,4,4
460.0,2,2
5952.0,18,20
1970.0,5,7
2080.0,10,15
1030.0,5,5
1320.0,9,12
370.0,1,1
630.0,2,2
3060.0,18,22
3930.0,17,24
400.0,1,1
340.0,1,1
2251.0,4,5
7634.0,18,22
1400.0,6,6
1200.0,5,7
6260.0,18,23
1840.0,7,8
1790.0,5,7
21588.0,31,49
120.0,2,2
820.0,4,4
850.0,4,4
960.0,2,6
2340.0,10,14
180.0,1,1
3777.0,9,13
1990.0,9,14
580.0,1,1
8092.0,25,32
320.0,1,1
2730.0,11,14
550.0,1,1
1930.0,9,14
690.0,6,7
1060.0,6,9
590.0,2,2
5420.0,24,33
1930.0,9,10
2610.0,9,13
460.0,1,1
1840.0,6,11
1910.0,8,9
510.0,1,1
370.0,1,1
640.0,2,2
660.0,1,1
3370.0,13,19
990.0,3,4
300.0,1,1
920.0,3,7
1270.0,5,6
4980.0,18,22
2850.0,11,14
2310.0,6,7
1190.0,5,5
2560.0,11,11
4490.0,20,27
2900.0,13,16
1170.0,3,8
6530.0,22,28
4810.0,17,24
4250.0,10,15
580.0,1,1
5438.0,16,22
3650.0,12,17
1630.0,7,9
250.0,1,1
510.0,3,3
670.0,3,3
1170.0,4,7
5000.0,19,25
4437.0,7,10
12465.0,36,44
440.0,1,1
740.0,2,2
640.0,1,4
620.0,2,3
350.0,1,1
200.0,1,1
620.0,4,4
1640.0,10,12
2290.0,11,14
820.0,3,3
1130.0,6,6
540.0,1,1
600.0,2,2
130.0,1,1
2860.0,8,10
6643.0,18,21
980.0,5,7
1680.0,6,6
1520.0,6,9
21329.0,52,72
4460.0,15,18
2210.0,9,10
6830.0,20,28
2864.0,9,10
3008.0,7,7
2920.0,8,12
1270.0,6,6
860.0,5,5
6944.0,18,25
4180.0,14,24
380.0,1,1
690.0,3,3
520.0,2,2
770.0,2,2
1370.0,7,7
1540.0,5,10
4260.0,14,19
4799.0,20,25
1010.0,5,7
3910.0,12,12
4340.0,20,21
5260.0,22,27
2900.0,13,14
4525.0,14,20
7048.0,23,28
9557.0,27,37
6609.0,24,26
500.0,1,1
1390.0,6,7
990.0,6,7
480.0,2,2
620.0,1,1
1290.0,5,7
300.0,1,1
330.0,1,2
30.0,1,1
1540.0,6,8
1180.0,5,6
3604.0,10,13
1660.0,9,11
470.0,1,1
4590.0,13,23
360.0,1,1
5620.0,24,30
560.0,1,1
3869.0,7,11
560.0,2,2
1000.0,3,3
10940.0,33,42
410.0,1,1
700.0,2,2
970.0,5,5
270.0,2,2
7455.0,20,21
1970.0,9,13
1280.0,4,4
9821.0,25,30
600.0,2,3
8390.0,24,26
7630.0,29,35
2560.0,11,16
1910.0,9,10
5960.0,27,30
1780.0,9,10
18102.0,41,55
4280.0,16,18
6465.0,22,30
3850.0,15,24
3700.0,10,15
5487.0,9,10
2850.0,12,15
540.0,1,1
3720.0,9,10
4140.0,20,23
5390.0,15,22
980.0,4,5
2300.0,10,12
3206.0,10,11
4197.0,13,16
3130.0,14,16
3240.0,8,12
1020.0,5,6
2620.0,10,11
2800.0,13,17
580.0,4,4
1780.0,11,11
1710.0,8,8
13670.0,9,9
1940.0,6,10
1670.0,8,9
2710.0,10,12
300.0,1,1
6390.0,21,25
3130.0,11,11
2560.0,9,9
1570.0,7,9
1101.0,6,6
408.0,1,1
2482.0,9,12
485.0,2,2
786.0,2,3
742.0,4,4
349.0,1,1
5518.0,21,31
332.0,2,2
472.0,1,1
3910.0,15,23
373.0,1,1
2866.0,13,18
437.0,2,2
2303.0,4,4
5442.0,19,24
6004.0,19,24
8680.0,18,28
440.0,1,1
2238.0,5,7
5850.0,25,31
490.0,2,2
1733.0,11,14
571.0,1,1
598.0,1,1
13706.0,46,74
3171.0,10,13
1866.0,7,7
3060.0,12,17
1867.0,6,13
437.0,2,2
9590.0,36,48
670.0,3,4
1482.0,6,9
601.0,2,2
5086.0,16,23
1970.0,11,12
1470.0,8,10
710.0,2,2
1062.0,4,4
1620.0,7,12
1686.0,7,10
590.0,2,2
850.0,2,2
813.0,4,4
5228.0,19,21
4124.0,13,14
4118.0,18,23
3169.0,15,16
7146.0,19,31
9926.0,10,13
567.0,2,2
1369.0,4,6
7629.0,23,35
1855.0,6,8
2476.0,10,16
963.0,5,6
1200.0,3,4
3251.0,11,16
582.0,3,3
18186.0,62,89
2817.0,11,16
1489.0,7,8
2780.0,8,15
1106.0,4,4
5919.0,14,19
520.0,1,1
17875.0,2,2
3622.0,13,22
7889.0,34,46
3662.0,15,23
3760.0,15,20
360.0,2,2
341.0,1,1
2004.0,9,11
2099.0,8,11
400.0,2,2
399.0,2,2
5226.0,19,25
184.0,1,1
2551.0,10,13
4831.0,20,27
2152.0,9,14
894.0,3,3
840.0,4,5
316.0,1,1
1180.0,7,9
1881.0,8,11
700.0,3,3
1482.0,9,15
2207.0,10,13
360.0,1,1
340.0,2,2
2059.0,9,10
519.0,1,3
331.0,2,2
1820.0,8,9
1440.0,9,11
1780.0,6,12
545.0,2,2
3054.0,16,20
274.0,1,1
1727.0,6,10
809.0,3,3
269.0,1,1
2747.0,9,16
579.0,2,2
5496.0,13,15
4243.0,12,13
1590.0,7,14
2010.0,6,9
3020.0,16,21
616.0,1,3
1964.0,10,12
624.0,1,3
955.0,5,6
4208.0,15,21
1141.0,3,4
1980.0,10,13
461.0,2,2
659.0,3,3
790.0,6,7
1230.0,6,7
1600.0,9,12
570.0,2,2
276.0,1,1
1828.0,7,7
7900.0,23,29
504.0,1,1
5839.0,24,30
478.0,1,1
492.0,2,2
1329.0,6,8
475.0,1,1
1330.0,7,8
870.0,5,5
1256.0,6,8
435.0,1,2
271.0,1,2
1080.0,4,6
827.0,2,2
530.0,1,1
390.0,1,1
931.0,4,4
607.0,2,4
1610.0,5,7
1887.0,3,5
445.0,1,1
324.0,1,1
13949.0,46,64
7224.0,22,27
4286.0,12,19
19070.0,55,71
5329.0,21,26
8295.0,24,26
420.0,2,3
2572.0,10,11
2910.0,10,14
1016.0,6,7
1935.0,6,6
8200.0,20,28
4399.0,13,19
6864.0,9,10
2870.0,9,11
4340.0,17,20
10344.0,41,52
1833.0,9,10
2212.0,12,13
2820.0,12,12
535.0,3,3
222.0,1,1
393.0,1,2
5136.0,12,20
5643.0,3,4
2176.0,7,8
627.0,2,2
6645.0,18,22
11613.0,30,43
468.0,2,2
933.0,3,4
3274.0,12,16
340.0,1,1
10061.0,18,27
7203.0,21,30
3313.0,5,6
7640.0,20,27
308.0,1,1
469.0,2,2
6563.0,16,25
456.0,2,2
6319.0,23,28
580.0,1,2
7872.0,21,26
4586.0,12,18
3582.0,16,16
1181.0,2,2
6580.0,23,29
1923.0,6,7
2768.0,12,13
3994.0,3,3
7237.0,5,13
750.0,3,4
3364.0,11,15
445.0,2,2
1210.0,4,7
1900.0,9,10
409.0,1,1
1750.0,7,7
9243.0,5,5
384.0,1,1
583.0,2,2
4064.0,13,16
796.0,4,5
892.0,2,3
508.0,1,2
1725.0,10,10
186.0,2,2
330.0,1,1
2180.0,7,10
2586.0,6,8
352.0,2,2
4444.0,16,17
500.0,2,2
563.0,3,3
2052.0,10,10
800.0,3,4
768.0,5,5
762.0,3,3
360.0,1,1
830.0,4,4
1062.0,6,6
640.0,2,3
1065.0,7,7
4963.0,16,17
1742.0,4,9
505.0,1,1
276.0,1,1
581.0,3,3
1277.0,4,6
540.0,2,3
910.0,4,5
1372.0,4,4
1280.0,7,7
560.0,2,3
527.0,1,1
1460.0,7,10
3050.0,10,11
318.0,1,1
559.0,4,4
280.0,1,2
310.0,1,1
290.0,1,1
2680.0,12,14
374.0,1,2
162.0,1,2
290.0,2,2
455.0,1,2
2766.0,13,17
271.0,1,1
11146.0,24,29
5685.0,17,25
2365.0,7,10
1340.0,10,10
540.0,3,3
479.0,2,2
3170.0,15,17
2790.0,14,16
6883.0,26,31
516.0,1,1
390.0,3,3
5920.0,22,25
1432.0,5,7
505.0,2,2
6880.0,30,32
440.0,1,1
1477.0,6,8
1090.0,7,8
270.0,1,1
289.0,1,1
300.0,2,2
543.0,3,3
218.0,1,1
600.0,3,3
434.0,3,3
577.0,3,3
1940.0,7,7
2800.0,8,10
3950.0,18,21
7130.0,25,32
3768.0,12,17
1840.0,6,6
3270.0,15,16
3732.0,13,14
10709.0,23,33
5030.0,25,34
6907.0,23,28
676.0,3,4
8294.0,39,48
3578.0,15,17
544.0,1,1
3143.0,10,12
400.0,2,2
1851.0,4,7
2799.0,11,13
4189.0,13,13
353.0,1,1
4982.0,20,27
4080.0,19,27
2130.0,8,16
1870.0,11,12
2020.0,11,13
1186.0,5,5
1523.0,9,10
2710.0,10,15
15729.0,54,63
410.0,1,1
1710.0,4,9
4607.0,21,25
4593.0,19,24
273.0,1,1
872.0,4,5
3618.0,11,13
4305.0,11,11
1200.0,6,7
850.0,4,4
1220.0,3,6
11376.0,44,54
160.0,1,1
3170.0,10,15
222.0,1,1
796.0,1,2
9980.0,36,50
1383.0,6,9
460.0,1,1
1100.0,5,5
1700.0,8,10
2374.0,5,5
4000.0,18,19
1670.0,11,14
2589.0,11,13
207.0,1,1
2925.0,10,15
780.0,1,4
11629.0,33,38
398.0,2,2
5906.0,16,21
3780.0,12,14
6163.0,12,15
641.0,3,4
680.0,2,3
990.0,6,8
1241.0,6,8
10706.0,2,1
3944.0,9,13
4173.0,11,13
11591.0,26,37
430.0,2,2
5150.0,16,20
416.0,1,1
1330.0,5,5
9302.0,29,47
445.0,2,2
1738.0,6,8
6070.0,23,32
296.0,1,1
590.0,1,1
506.0,3,3
3365.0,3,3
1162.0,6,9
5220.0,15,22
1390.0,5,6
5520.0,17,20
2031.0,9,9
360.0,2,2
1585.0,7,8
7479.0,11,14
20171.0,3,1
2544.0,3,3
2575.0,8,11
7650.0,17,22
4223.0,10,13
1640.0,5,7
422.0,1,1
7608.0,14,20
3274.0,11,11
2695.0,6,12
340.0,2,2
2530.0,8,12
8614.0,21,30
320.0,1,1
1618.0,5,5
1306.0,5,5
4986.0,16,21
4631.0,13,17
4908.0,11,12
2520.0,8,15
1492.0,6,6
2390.0,7,10
3014.0,9,14
2574.0,7,8
356.0,2,2
1550.0,9,10
10243.0,2,1
4951.0,10,13
1179.0,6,6
1993.0,7,11
1082.0,5,5
5228.0,16,19
1435.0,7,7
337.0,2,2
6326.0,21,27
392.0,2,2
3086.0,7,9
4558.0,16,19
851.0,2,2
576.0,2,4
1574.0,6,6
3258.0,15,19
407.0,1,1
2190.0,10,10
1147.0,6,6
1030.0,5,7
441.0,2,2
1470.0,7,7
2380.0,7,12
442.0,2,2
2406.0,7,10
589.0,2,2
225.0,1,1
1176.0,3,4
4613.0,12,14
575.0,2,2
2180.0,6,8
422.0,1,1
6035.0,20,23
304.0,2,2
765.0,4,4
2000.0,8,9
3016.0,12,14
427.0,2,1
5284.0,18,19
2825.0,11,13
1252.0,5,8
1200.0,5,8
2600.0,7,9
366.0,1,1
2785.0,5,5
2231.0,8,11
6503.0,18,26
2237.0,12,15
2268.0,14,17
430.0,2,2
8391.0,23,25
340.0,1,1
4239.0,17,19
519.0,1,1
1438.0,4,7
403.0,1,1
3321.0,13,15
1403.0,3,3
5788.0,17,20
683.0,1,1
460.0,1,1
7572.0,27,36
310.0,2,2
1212.0,6,7
301.0,1,1
3270.0,16,18
1580.0,8,8
454.0,2,2
1990.0,9,12
258.0,1,1
1085.0,5,6
1220.0,4,9
3279.0,6,9
640.0,2,2
2133.0,12,18
5060.0,16,20
7988.0,23,34
4089.0,19,23
330.0,2,2
5821.0,23,26
6040.0,15,26
3968.0,12,14
8375.0,33,40
3246.0,11,11
5006.0,18,23
90.0,1,1
6470.0,19,24
477.0,2,2
2280.0,11,12
661.0,2,2
12460.0,38,47
711.0,1,1
450.0,2,2
4449.0,10,12
2098.0,9,14
1660.0,10,11
2670.0,9,9
2780.0,15,17
1380.0,10,10
1293.0,9,9
1617.0,7,9
2180.0,9,10
1300.0,6,9
4210.0,21,22
430.0,2,2
490.0,3,3
7724.0,22,31
1955.0,11,13
7540.0,27,32
500.0,2,2
3346.0,14,15
671.0,1,1
8197.0,22,33
360.0,1,1
1250.0,6,8
1694.0,6,7
5117.0,22,28
540.0,2,2
4310.0,14,16
3900.0,15,20
2460.0,11,12
200.0,1,1
1770.0,11,13
2130.0,12,13
301.0,1,1
3478.0,14,14
328.0,1,1
2600.0,10,13
839.0,3,4
850.0,5,6
540.0,3,4
1010.0,3,5
1710.0,9,10
4058.0,14,17
354.0,1,1
3990.0,14,17
5340.0,19,25
282.0,1,1
1869.0,11,12
125.0,1,1
5701.0,14,17
400.0,2,2
3830.0,15,17
368.0,1,1
761.0,2,2
3077.0,9,9
614.0,2,2
1816.0,8,9
350.0,2,2
2520.0,10,13
4033.0,21,22
13877.0,42,50
210.0,2,2
1850.0,8,8
550.0,1,3
1550.0,7,11
8420.0,27,33
1246.0,6,6
2604.0,9,11
5560.0,20,28
14203.0,2,2
3770.0,7,8
11156.0,43,51
655.0,1,1
3740.0,12,13
3070.0,13,18
350.0,1,1
1040.0,7,7
910.0,5,5
189.0,1,1
2310.0,8,11
10562.0,32,40
3210.0,20,25
374.0,1,1
4412.0,14,19
11974.0,38,45
454.0,1,1
5256.0,17,25
523.0,2,2
4080.0,12,17
462.0,1,1
380.0,1,1
4232.0,25,29
311.0,1,1
490.0,3,3
4890.0,22,29
1880.0,9,9
1766.0,6,6
1790.0,6,10
1677.0,5,6
340.0,1,1
14274.0,51,69
371.0,1,1
3096.0,12,13
2590.0,11,19
1770.0,8,13
1160.0,9,11
1140.0,7,8
2459.0,12,17
3753.0,12,18
357.0,1,1
600.0,1,3
8530.0,27,40
320.0,2,2
2730.0,11,14
810.0,4,4
4300.0,12,15
2830.0,8,12
2620.0,7,10
1128.0,5,6
1807.0,9,9
2417.0,12,16
1910.0,6,8
240.0,1,1
4610.0,16,26
11090.0,29,44
423.0,1,1
6970.0,21,27
3571.0,13,17
8624.0,30,41
3929.0,13,18
460.0,1,1
2040.0,9,13
2510.0,13,15
307.0,1,1
7350.0,27,37
1118.0,5,6
1257.0,6,6
663.0,1,1
2901.0,12,15
384.0,1,1
1130.0,5,5
280.0,1,1
2330.0,10,14
750.0,3,4
7611.0,21,33
3081.0,14,19
1720.0,11,14
403.0,1,1
1334.0,9,11
1240.0,5,7
1100.0,5,7
1719.0,2,2
340.0,1,1
1820.0,10,13
170.0,1,1
4300.0,12,16
715.0,3,3
360.0,2,2
250.0,2,2
130.0,1,1
190.0,14,16
180.0,2,4
1670.0,6,9
2713.0,8,14
10136.0,32,49
8572.0,15,20
3164.0,12,20
3281.0,9,14
494.0,1,1
720.0,4,4
6100.0,23,28
1438.0,6,10
1539.0,5,7
2630.0,10,11
10195.0,40,48
2451.0,9,10
260.0,1,1
158.0,1,1
565.0,4,4
643.0,3,4
8531.0,20,28
3214.0,7,9
9169.0,25,32
6887.0,18,21
1668.0,2,2
733.0,2,2
1193.0,8,8
1232.0,6,7
91.0,3,3
1603.0,8,8
1597.0,3,3
1620.0,5,8
2270.0,11,13
10560.0,35,38
2418.0,8,11
963.0,5,6
977.0,3,3
1740.0,8,10
4218.0,16,21
1961.0,4,4
1300.0,8,8
1160.0,8,9
1075.0,6,6
5080.0,15,17
3280.0,10,14
1062.0,5,5
4984.0,14,23
2304.0,9,10
342.0,1,1
256.0,1,1
4138.0,16,16
630.0,1,1
342.0,1,1
7020.0,19,22
3981.0,10,16
945.0,4,4
2826.0,9,11
953.0,4,4
5666.0,12,16
1250.0,5,6
6294.0,23,32
671.0,3,3
3369.0,6,6
320.0,3,3
10325.0,33,42
2040.0,6,8
2400.0,12,14
1086.0,5,5
7659.0,30,35
322.0,2,2
1312.0,6,7
4616.0,17,20
1594.0,6,8
6849.0,22,28
370.0,3,3
11598.0,29,36
244.0,3,3
590.0,3,3
2160.0,10,11
3160.0,13,14
744.0,3,4
2858.0,6,6
4594.0,11,14
10138.0,40,56
4501.0,16,16
761.0,5,5
1861.0,6,7
2220.0,8,9
5829.0,18,20
14533.0,43,55
2222.0,5,5
2480.0,11,15
4828.0,16,19
3506.0,8,8
1828.0,8,11
6096.0,17,22
4660.0,23,27
2670.0,11,13
2920.0,14,17
1660.0,2,2
220.0,1,1
790.0,5,6
800.0,5,6
820.0,3,3
484.0,1,2
1510.0,5,9
3400.0,15,22
1906.0,9,11
11243.0,29,41
3426.0,14,19
8940.0,20,30
6789.0,18,23
318.0,1,1
12714.0,45,59
6054.0,11,19
7964.0,22,32
6474.0,11,13
260.0,1,1
4940.0,15,21
8191.0,16,27
2497.0,7,8
2290.0,6,10
2830.0,13,17
800.0,7,7
160.0,2,2
14435.0,29,42
2139.0,7,10
2155.0,7,7
2910.0,12,14
1287.0,7,10
1292.0,6,8
710.0,5,5
1880.0,10,13
11434.0,38,52
5250.0,13,17
400.0,1,1
3649.0,14,20
830.0,6,6
7116.0,16,23
8630.0,33,42
1090.0,2,2
3645.0,11,17
2257.0,7,10
12902.0,28,44
11154.0,38,54
3460.0,15,22
3970.0,10,12
18005.0,49,62
1140.0,6,6
1850.0,4,6
330.0,1,1
7361.0,17,28
1933.0,4,4
421.0,2,4
2520.0,12,16
4581.0,17,29
2369.0,11,15
2645.0,7,9
6495.0,16,28
2710.0,10,12
1500.0,7,12
5542.0,26,32
287.0,1,1
3020.0,10,18
800.0,4,5
144.0,1,1
1810.0,7,11
1689.0,7,9
11582.0,28,40
890.0,4,4
7773.0,18,22
3248.0,6,6
1920.0,9,11
388.0,2,2
2200.0,12,14
10718.0,28,36
34010.0,6,7
16874.0,59,72
2580.0,9,14
460.0,2,2
2844.0,11,14
1970.0,5,8
262.0,1,1
4850.0,23,30
4280.0,15,20
4592.0,16,23
240.0,1,1
299.0,1,1
980.0,5,7
420.0,2,2
1860.0,8,11
2546.0,11,13
8150.0,33,54
170.0,1,1
1970.0,3,6
279.0,2,2
4281.0,20,26
3434.0,10,17
270.0,1,1
8880.0,30,40
4130.0,21,25
120.0,1,1
780.0,4,5
250.0,1,1
4300.0,13,21
2650.0,9,12
11103.0,36,44
2850.0,17,19
710.0,4,6
2948.0,21,25
486.0,2,2
259.0,2,2
1660.0,11,11
920.0,4,5
6728.0,24,30
5816.0,28,34
229.0,1,1
1550.0,6,7
1910.0,17,19
1460.0,6,9
880.0,3,5
6080.0,25,34
1380.0,8,9
1620.0,5,8
120.0,1,1
1242.0,7,9
813.0,3,3
636.0,3,3
196.0,1,1
1077.0,6,8
624.0,2,2
11186.0,24,33
3959.0,11,19
969.0,2,3
530.0,2,2
2180.0,9,12
448.0,1,1
1797.0,6,7
832.0,3,3
1310.0,5,7
4530.0,16,20
3890.0,14,19
6995.0,23,31
1348.0,5,7
1115.0,4,5
723.0,1,1
1562.0,5,10
3660.0,13,16
1651.0,5,9
2095.0,2,2
587.0,1,1
6452.0,18,23
2710.0,14,17
2668.0,6,7
799.0,2,2
710.0,3,3
7940.0,25,31
2555.0,9,10
1100.0,5,6
457.0,2,2
1077.0,4,4
4931.0,14,18
821.0,1,1
2264.0,5,9
2990.0,15,16
2490.0,8,13
229.0,1,1
1495.0,5,7
656.0,2,2
2350.0,6,11
1349.0,3,3
658.0,2,2
1775.0,8,9
4350.0,11,15
2370.0,7,10
2430.0,8,8
875.0,2,2
10396.0,8,10
2424.0,4,4
1490.0,6,7
1200.0,5,5
1680.0,6,7
500.0,2,2
2509.0,8,12
3310.0,10,13
2467.0,9,17
