turn_lengths,turn_words,turn_syllables,tcus_per_turn
6860.0,21,29,2
61897.0,208,255,17
2110.0,1,1,1
8775.0,48,58,4
968.0,1,1,1
5378.0,26,32,3
340.0,7,9,1
3550.0,11,12,2
6031.0,33,42,3
7756.0,2,2,1
830.0,37,45,2
53486.0,178,236,13
780.0,1,1,1
18333.0,72,94,4
565.0,1,1,1
11455.0,47,58,4
1101.0,1,1,1
552.0,8,9,1
715.0,2,3,1
1410.0,11,13,2
850.0,4,7,1
422.0,6,8,2
520.0,1,1,1
1965.0,3,5,1
100.0,5,6,1
4918.0,3,3,2
519.0,5,5,1
1661.0,18,24,4
2843.0,16,26,4
15307.0,2,2,2
546.0,35,43,1
25097.0,94,122,8
4878.0,13,17,3
2474.0,2,2,1
3281.0,40,56,4
2697.0,1,1,1
446.0,9,13,1
10876.0,42,51,5
3022.0,1,1,1
3760.0,31,42,2
3128.0,1,1,1
3337.0,1,2,1
36229.0,121,151,7
11148.0,2,2,1
1811.0,35,46,3
5351.0,8,11,2
5969.0,31,35,2
820.0,18,24,2
6373.0,3,3,2
992.0,16,21,2
726.0,4,4,2
1020.0,9,15,2
24182.0,86,110,10
12064.0,1,1,1
390.0,49,58,1
191.0,2,2,1
16560.0,38,51,3
450.0,17,21,1
20784.0,77,94,5
17267.0,13,18,4
1439.0,8,9,1
18649.0,34,42,5
1092.0,9,9,1
7654.0,17,28,4
4529.0,2,2,1
5441.0,22,27,3
1838.0,2,2,1
644.0,8,10,1
1700.0,3,3,1
316.0,5,5,1
4356.0,1,1,1
498.0,11,11,1
2981.0,2,2,1
478.0,10,16,1
4544.0,6,6,3
878.0,15,16,2
5071.0,2,2,1
480.0,14,17,1
2134.0,2,2,1
3567.0,14,18,2
3882.0,2,2,2
496.0,11,14,1
1610.0,2,2,1
596.0,13,16,2
1716.0,2,2,1
560.0,6,8,1
186.0,2,2,1
5841.0,1,1,1
3578.0,3,3,1
371.0,10,12,1
800.0,1,1,1
2044.0,8,9,2
61.0,5,5,1
2429.0,8,9,2
3080.0,1,3,1
500.0,6,7,1
688.0,1,1,1
688.0,17,21,2
3972.0,3,3,2
628.0,10,11,1
2325.0,2,2,1
395.0,5,6,1
1482.0,2,2,2
616.0,3,3,1
5039.0,3,3,2
724.0,19,28,2
5478.0,5,5,2
17899.0,14,17,2
3899.0,11,14,1
17617.0,39,45,7
952.0,5,5,1
9925.0,30,38,5
2326.0,6,6,2
3309.0,14,17,3
2911.0,4,4,1
1902.0,15,19,3
2363.0,2,2,2
664.0,5,5,1
2458.0,2,2,1
919.0,5,7,1
4713.0,17,23,2
1968.0,6,7,2
5620.0,15,17,2
809.0,5,6,1
11360.0,47,57,7
2893.0,2,2,1
11752.0,52,61,3
4941.0,2,2,2
389.0,16,19,1
2643.0,2,2,1
4883.0,30,32,2
7403.0,28,41,4
226.0,2,2,1
400.0,1,1,1
3059.0,1,1,1
960.0,16,18,2
3553.0,2,2,1
234.0,13,14,1
3817.0,2,3,1
395.0,9,10,1
224.0,1,1,1
413.0,1,1,1
5219.0,2,2,1
3307.0,27,32,2
10045.0,48,63,5
3477.0,2,2,1
286.0,12,14,1
787.0,11,14,3
665.0,3,3,2
494.0,2,2,2
174.0,2,2,1
3221.0,13,16,2
3800.0,1,1,1
5318.0,25,28,3
3684.0,2,2,1
458.0,15,20,1
3105.0,1,1,1
520.0,7,11,1
1375.0,1,1,1
355.0,4,6,1
21047.0,74,89,10
1365.0,3,3,1
4520.0,9,11,1
1498.0,19,22,2
273.0,4,4,1
2766.0,11,14,3
1858.0,1,1,1
378.0,5,7,1
1952.0,8,10,2
903.0,1,2,1
2970.0,4,4,1
352.0,13,17,1
1250.0,1,1,1
991.0,8,8,2
1542.0,1,1,1
860.0,6,9,1
11967.0,51,57,5
182.0,1,1,1
1737.0,1,1,1
372.0,6,7,1
13010.0,41,47,5
5250.0,19,23,3
2106.0,4,4,2
452.0,8,10,1
451.0,1,1,1
424.0,2,2,1
2543.0,1,1,1
595.0,10,11,1
18406.0,77,91,7
7656.0,1,1,1
506.0,19,27,1
508.0,1,1,1
1389.0,10,11,2
1323.0,1,1,1
1064.0,5,5,1
291.0,2,2,1
12471.0,36,44,4
2291.0,2,2,1
9169.0,13,18,2
442.0,10,14,1
2131.0,2,2,1
2725.0,19,27,3
12295.0,21,31,3
595.0,5,7,1
9506.0,29,36,4
13674.0,20,32,3
709.0,22,30,1
8192.0,1,1,1
1963.0,25,30,1
300.0,5,6,1
190.0,1,1,1
1127.0,1,1,1
340.0,4,5,1
1812.0,2,2,1
25756.0,75,94,8
12846.0,13,15,2
512.0,12,17,1
9236.0,1,1,1
5092.0,40,51,2
4482.0,7,8,3
3371.0,12,16,2
473.0,2,2,1
522.0,2,2,1
1938.0,12,13,2
8191.0,15,19,2
15445.0,39,49,5
863.0,6,8,1
3509.0,11,13,2
298.0,6,10,1
3700.0,1,1,1
735.0,12,15,1
13754.0,25,25,4
1585.0,2,2,1
8962.0,24,30,3
825.0,8,9,1
5699.0,8,11,2
3171.0,6,15,1
1272.0,16,19,1
3270.0,16,20,2
3253.0,4,5,2
1243.0,10,13,1
39704.0,121,168,11
522.0,4,4,1
14092.0,39,54,4
1812.0,10,11,2
13980.0,40,57,4
7035.0,24,36,3
2962.0,1,1,1
492.0,27,33,2
2296.0,4,4,2
9159.0,31,36,3
2880.0,1,1,1
2741.0,22,29,2
3056.0,2,2,1
354.0,14,17,1
8925.0,1,1,1
465.0,35,44,1
4672.0,1,1,1
440.0,16,20,1
4592.0,2,2,1
2702.0,25,33,2
2213.0,1,1,1
4073.0,40,57,3
1822.0,2,2,2
2359.0,12,16,2
6605.0,24,31,3
3310.0,1,1,1
189.0,16,22,1
10288.0,37,48,4
4280.0,2,2,1
410.0,14,21,1
18830.0,54,77,8
2632.0,2,2,1
2495.0,17,21,2
3374.0,1,1,1
311.0,13,14,1
8681.0,2,2,1
10490.0,43,56,2
451.0,12,16,1
2565.0,1,1,1
467.0,10,11,1
573.0,1,1,1
4257.0,22,29,5
4097.0,3,3,2
484.0,15,20,1
2536.0,8,9,2
6131.0,28,37,3
3799.0,1,1,1
619.0,16,22,1
2196.0,2,2,1
650.0,10,13,1
9763.0,7,9,2
1790.0,18,28,1
1010.0,7,11,1
2474.0,11,19,2
2019.0,2,2,1
441.0,7,8,1
4836.0,2,2,1
433.0,17,20,1
2142.0,2,2,1
1168.0,10,14,1
3479.0,4,5,1
500.0,13,20,1
3717.0,2,2,1
4619.0,17,25,2
3389.0,3,3,1
67876.0,192,254,15
564.0,2,2,1
6626.0,1,1,1
56388.0,226,285,11
2701.0,9,13,2
1804.0,1,1,1
32517.0,98,121,11
4184.0,2,2,1
33981.0,126,157,10
7516.0,2,2,1
447.0,20,28,1
16760.0,58,74,5
301.0,3,5,1
38240.0,139,176,9
9140.0,17,23,3
23158.0,69,96,7
4020.0,4,5,2
359.0,11,11,1
5640.0,1,1,1
10816.0,21,28,1
150786.0,86,101,6
794.0,2,2,1
131149.0,407,503,37
4206.0,2,2,2
33736.0,117,144,8
2878.0,1,1,1
24207.0,85,99,7
283.0,3,3,1
10125.0,54,67,3
27495.0,60,73,7
3461.0,8,15,2
3928.0,2,2,1
672.0,17,24,2
15271.0,2,2,1
48659.0,175,251,11
362.0,1,1,1
1001.0,1,1,1
1275.0,4,4,2
690.0,4,8,1
4315.0,12,15,3
1230.0,2,2,1
425.0,3,6,1
3034.0,2,2,1
7931.0,25,34,4
359.0,8,8,1
4797.0,13,18,2
1511.0,4,4,1
5083.0,27,31,4
3900.0,2,2,1
514.0,9,14,1
1748.0,2,2,1
8575.0,21,35,2
12688.0,2,3,1
540.0,40,52,1
1573.0,2,2,1
2702.0,13,16,2
1570.0,1,1,1
670.0,6,8,1
5427.0,13,14,2
4772.0,35,43,3
2554.0,2,2,1
4449.0,17,19,2
590.0,10,15,1
991.0,3,6,2
2949.0,2,4,2
2026.0,19,20,2
932.0,5,7,2
1749.0,6,7,2
521.0,2,2,1
485.0,1,3,1
3580.0,2,2,1
241.0,9,15,1
1770.0,2,2,1
410.0,8,8,1
3650.0,1,1,1
596.0,13,15,1
2146.0,5,5,2
2656.0,14,19,2
2149.0,2,2,1
616.0,9,11,1
4897.0,1,1,1
4849.0,33,39,3
1252.0,1,1,1
544.0,10,10,2
561.0,1,1,1
2237.0,14,14,2
3107.0,4,6,2
4488.0,9,15,1
4690.0,39,49,4
727.0,24,38,2
4487.0,3,3,2
576.0,25,39,2
2697.0,3,3,2
437.0,10,12,1
1990.0,1,1,1
376.0,10,12,1
1344.0,1,1,1
4316.0,17,24,2
7032.0,10,15,2
4500.0,25,45,2
2818.0,1,1,1
3251.0,21,30,2
1716.0,2,2,1
400.0,11,14,1
2687.0,5,6,3
5293.0,16,18,3
150.0,6,6,1
376.0,1,1,1
8436.0,7,7,1
23260.0,88,122,10
26956.0,97,131,7
427.0,1,1,1
8755.0,34,44,4
2954.0,2,2,1
30152.0,110,142,7
6570.0,25,42,3
5472.0,2,2,1
961.0,19,27,1
13344.0,48,74,4
12820.0,1,1,1
311.0,33,52,1
16940.0,57,81,3
11773.0,2,2,1
3871.0,16,21,1
14264.0,24,29,2
7790.0,68,91,2
5150.0,1,1,1
372.0,15,23,1
6021.0,2,2,1
10502.0,51,69,5
588.0,1,1,1
965.0,1,1,1
873.0,3,6,1
17168.0,52,77,5
6024.0,15,27,2
392.0,5,5,1
1319.0,8,8,3
16140.0,42,52,5
18623.0,40,49,3
3885.0,5,5,2
2818.0,12,16,2
4944.0,22,24,4
3467.0,15,15,2
6326.0,18,22,2
3526.0,2,2,1
520.0,12,13,1
4697.0,1,1,1
4577.0,32,37,2
10974.0,32,39,3
3506.0,2,2,1
18906.0,48,57,3
290.0,19,26,1
2794.0,4,4,3
550.0,11,13,1
3626.0,1,1,1
2866.0,19,23,3
3550.0,1,1,1
420.0,11,14,1
6092.0,26,31,5
4480.0,2,2,1
3431.0,33,44,3
12826.0,2,2,1
437.0,40,47,1
3678.0,13,14,2
2986.0,4,4,2
243.0,12,15,1
1157.0,2,2,1
412.0,9,9,2
18370.0,67,77,7
5044.0,20,29,3
338.0,1,1,1
4724.0,2,2,1
2842.0,23,25,3
282.0,5,5,1
372.0,3,4,2
6804.0,25,27,5
1605.0,1,1,1
490.0,8,8,1
4220.0,1,1,1
2217.0,14,15,2
14245.0,40,47,4
7657.0,4,4,2
390.0,21,22,1
2731.0,2,2,1
2897.0,18,22,3
5933.0,17,20,2
3257.0,2,2,1
368.0,13,14,1
714.0,1,1,1
5214.0,2,2,1
1424.0,37,43,3
307.0,1,1,1
1048.0,1,1,1
460.0,4,6,1
2178.0,1,1,1
388.0,12,13,1
540.0,1,1,1
8071.0,2,2,1
10053.0,58,71,5
5087.0,21,24,5
2319.0,2,2,1
271.0,12,13,1
1220.0,2,2,2
780.0,4,5,1
420.0,2,4,1
530.0,1,1,1
7943.0,31,33,2
2930.0,2,2,1
439.0,13,16,1
11402.0,2,2,1
13946.0,19,22,2
451.0,19,24,1
641.0,1,1,1
3827.0,2,3,2
2403.0,21,25,2
1199.0,1,1,1
4425.0,14,18,2
453.0,2,2,1
536.0,2,2,1
1559.0,2,2,1
2579.0,5,5,1
31873.0,100,126,8
3645.0,1,1,1
18005.0,46,61,3
1876.0,2,3,1
21387.0,72,98,5
18590.0,57,76,6
986.0,2,2,1
4812.0,18,23,2
9918.0,2,2,1
2466.0,10,11,1
10409.0,45,54,4
2956.0,1,1,1
10046.0,44,53,3
4167.0,1,1,1
546.0,17,19,1
8437.0,1,1,1
634.0,30,36,1
13504.0,43,54,3
1874.0,3,3,2
8392.0,9,9,2
634.0,21,28,2
7586.0,2,2,1
469.0,26,30,1
2694.0,2,2,1
12503.0,39,49,2
3618.0,3,3,1
44719.0,61,73,4
1826.0,15,16,1
29029.0,92,119,9
603.0,18,26,2
5865.0,4,4,2
460.0,20,24,1
432.0,1,1,1
13956.0,46,69,4
24311.0,41,60,2
6543.0,49,56,4
6646.0,2,2,1
685.0,24,30,1
4090.0,2,2,1
3020.0,14,15,1
810.0,8,13,1
9152.0,34,46,3
6410.0,1,1,1
521.0,23,29,1
646.0,1,1,1
2910.0,1,1,1
7198.0,27,35,4
10320.0,41,51,4
2650.0,2,2,1
3216.0,23,29,4
1210.0,1,1,1
12887.0,40,50,5
473.0,15,22,1
1580.0,1,1,1
1777.0,12,17,2
7570.0,1,1,1
1873.0,21,32,1
2270.0,12,17,2
494.0,10,12,2
3000.0,1,1,1
640.0,10,10,1
784.0,2,3,1
680.0,3,4,1
313.0,2,3,1
1943.0,3,3,2
780.0,14,19,2
980.0,1,1,1
1791.0,8,10,2
4490.0,20,29,3
2030.0,1,1,1
2450.0,7,8,1
779.0,26,31,2
11419.0,25,35,4
10998.0,39,46,4
1740.0,2,2,1
9228.0,28,39,5
3164.0,4,4,1
19190.0,76,101,3
3862.0,2,2,1
920.0,8,13,1
2510.0,3,4,1
607.0,11,14,1
1339.0,2,2,1
3049.0,6,6,1
2475.0,10,11,1
5572.0,17,24,2
1694.0,2,2,1
11683.0,33,48,2
1566.0,2,2,1
8952.0,38,47,4
341.0,1,2,1
803.0,4,6,2
2327.0,1,1,1
2700.0,10,13,1
10953.0,48,66,3
237.0,2,2,1
15572.0,43,66,3
1406.0,2,2,1
17944.0,59,82,5
11379.0,34,46,7
1750.0,1,1,1
5907.0,29,36,5
1030.0,2,2,1
8785.0,21,23,4
447.0,17,24,1
6490.0,1,1,1
20159.0,34,42,3
866.0,6,7,1
15867.0,44,69,4
600.0,9,11,1
640.0,1,1,1
6639.0,26,30,4
740.0,2,2,1
2787.0,6,8,3
1060.0,3,6,1
4137.0,19,23,4
4080.0,1,1,1
799.0,13,15,1
932.0,2,2,1
700.0,2,3,1
1195.0,2,2,1
5063.0,25,29,4
3157.0,9,13,2
981.0,1,1,1
2108.0,6,7,2
5461.0,28,35,3
1831.0,2,2,1
1550.0,6,11,1
3991.0,13,20,3
1630.0,1,1,1
21507.0,55,75,9
743.0,11,11,1
12269.0,35,46,6
3741.0,2,2,1
644.0,13,17,1
1640.0,1,1,1
3280.0,13,17,4
7209.0,29,38,4
260.0,2,2,1
1528.0,1,2,1
2070.0,1,1,1
7743.0,14,18,2
339.0,16,23,1
7296.0,2,2,1
800.0,22,33,1
2080.0,4,6,1
7858.0,36,49,2
620.0,2,2,1
1959.0,6,6,2
1040.0,7,10,1
4152.0,20,27,3
840.0,1,2,1
1338.0,14,14,2
4550.0,3,5,2
5174.0,36,45,3
2105.0,12,13,3
3380.0,5,11,3
850.0,2,2,1
230.0,2,5,1
590.0,1,1,1
193.0,2,2,1
666.0,6,6,2
28248.0,75,109,10
8319.0,40,54,4
531.0,3,4,1
700.0,2,2,1
1517.0,4,4,1
2514.0,10,14,2
5951.0,2,2,1
4245.0,23,33,2
1540.0,1,1,1
4789.0,20,25,3
5467.0,1,1,1
1337.0,23,28,2
2042.0,14,15,2
20141.0,75,90,9
1220.0,1,1,1
5358.0,19,22,2
980.0,2,2,1
231.0,4,4,1
4264.0,10,11,2
5807.0,29,36,4
8810.0,2,2,1
3073.0,16,23,1
870.0,6,8,1
2122.0,5,8,2
338.0,6,8,1
15141.0,43,55,7
1370.0,5,9,1
352.0,4,10,1
2200.0,2,2,1
7049.0,33,40,3
809.0,2,2,1
2346.0,10,12,2
1511.0,2,2,1
6772.0,19,28,4
873.0,10,11,2
2030.0,2,2,1
428.0,9,10,2
2030.0,2,2,1
6129.0,22,32,4
2470.0,2,2,1
4523.0,28,37,4
2620.0,2,2,1
771.0,12,14,1
1390.0,3,3,1
6440.0,26,29,5
6386.0,28,35,4
648.0,2,2,1
7273.0,30,38,4
1190.0,2,2,1
1515.0,6,6,1
5843.0,9,9,1
450.0,11,17,1
660.0,2,2,1
8259.0,31,42,4
2647.0,4,5,1
640.0,15,18,1
358.0,2,2,1
386.0,1,1,1
2953.0,9,10,2
7486.0,32,43,3
1417.0,1,1,1
3240.0,9,10,1
640.0,11,16,1
3670.0,1,1,1
1098.0,23,29,2
2037.0,6,7,2
8006.0,23,33,2
6690.0,33,38,3
3438.0,2,2,1
5270.0,28,41,4
3269.0,6,7,1
312.0,10,13,1
1050.0,2,2,1
9660.0,35,41,4
3822.0,1,1,1
6402.0,35,41,4
3789.0,14,18,3
1026.0,1,1,1
2848.0,5,5,1
2803.0,16,19,2
1920.0,3,5,1
379.0,5,8,1
1572.0,2,2,1
385.0,7,10,1
6069.0,1,1,1
364.0,19,23,1
1815.0,2,2,1
11857.0,50,64,7
653.0,1,1,1
5492.0,21,29,3
1490.0,3,4,1
5606.0,21,28,2
2410.0,2,2,1
9152.0,31,47,3
308.0,10,13,1
723.0,1,1,1
1644.0,3,4,1
1690.0,5,6,1
540.0,6,7,2
3920.0,1,1,1
2281.0,21,24,2
4249.0,9,11,2
15798.0,40,55,4
3550.0,1,1,1
1242.0,16,22,2
5395.0,4,4,2
528.0,19,25,1
3134.0,2,2,1
15092.0,45,65,3
4713.0,2,2,1
614.0,21,27,1
9108.0,1,1,1
755.0,37,49,1
5077.0,2,3,1
6642.0,51,63,3
1540.0,5,5,2
2481.0,11,12,4
2633.0,7,8,2
3826.0,25,30,2
2622.0,2,2,1
4064.0,25,33,2
7480.0,2,2,1
5916.0,44,67,2
6635.0,3,5,1
473.0,17,23,1
2330.0,2,2,1
2855.0,22,29,2
1015.0,3,5,1
635.0,8,12,2
1248.0,6,7,2
1602.0,6,6,2
319.0,4,5,1
1043.0,14,16,3
4540.0,5,5,2
9675.0,37,54,3
793.0,1,3,1
653.0,9,14,2
4927.0,3,3,2
19086.0,36,46,2
5209.0,3,3,1
8992.0,57,83,3
4212.0,2,2,1
595.0,20,25,1
882.0,1,2,1
8536.0,18,21,4
2889.0,22,28,2
5042.0,2,2,1
479.0,16,18,1
3112.0,2,2,1
634.0,8,9,1
2470.0,2,3,1
4688.0,22,26,2
985.0,2,2,1
730.0,4,4,1
420.0,1,2,1
5774.0,15,19,3
2666.0,2,2,1
454.0,11,13,1
9091.0,2,2,1
315.0,24,31,1
8399.0,2,2,1
586.0,16,17,1
1359.0,2,2,1
455.0,5,6,1
3220.0,2,2,1
527.0,14,15,1
3666.0,2,2,1
6216.0,9,13,1
6013.0,48,60,4
380.0,13,14,1
3481.0,1,1,1
503.0,13,15,1
5302.0,2,2,1
415.0,15,16,1
8447.0,2,2,1
423.0,14,18,1
5466.0,2,2,1
430.0,15,16,1
2764.0,4,4,2
352.0,5,10,1
874.0,2,2,1
5802.0,15,21,2
1220.0,2,2,1
460.0,17,20,2
4812.0,4,4,2
2847.0,27,37,3
5941.0,4,4,2
423.0,15,20,1
3274.0,13,14,3
3510.0,2,2,1
21898.0,116,160,10
4857.0,1,1,1
12544.0,71,94,4
507.0,3,2,1
386.0,2,2,1
1984.0,2,2,1
16929.0,47,71,4
397.0,18,18,1
5889.0,1,1,1
349.0,16,21,1
1695.0,1,1,1
303.0,5,7,1
5797.0,1,1,1
326.0,21,25,1
5992.0,1,1,1
380.0,12,16,1
3826.0,2,1,1
8027.0,34,45,2
1333.0,2,2,1
371.0,4,5,1
2240.0,2,2,1
332.0,9,10,1
1273.0,2,2,1
544.0,7,8,1
2912.0,2,2,1
355.0,12,16,1
5450.0,3,3,2
440.0,8,11,1
1365.0,2,2,1
471.0,5,6,1
6455.0,6,6,2
547.0,9,14,1
3125.0,3,3,1
552.0,16,17,2
1395.0,2,2,1
17659.0,48,62,5
1296.0,6,9,1
547.0,10,18,2
790.0,2,2,1
299.0,6,6,1
1829.0,7,8,2
5793.0,16,19,2
2063.0,2,2,1
841.0,6,9,1
2050.0,2,2,1
9094.0,38,44,5
840.0,1,1,1
1040.0,3,5,1
965.0,6,7,2
7581.0,22,30,3
2423.0,10,12,2
3040.0,2,4,1
552.0,7,10,1
8377.0,26,36,6
2485.0,2,2,1
4673.0,23,34,2
845.0,1,1,1
675.0,4,5,2
3816.0,15,16,2
5355.0,13,17,2
1336.0,7,10,1
2230.0,6,8,1
2746.0,17,23,2
5985.0,19,22,2
3440.0,2,2,1
11211.0,46,50,6
3030.0,1,2,1
1107.0,15,19,2
2416.0,3,3,1
1361.0,14,19,2
1618.0,1,1,1
11607.0,40,53,4
2608.0,2,2,2
2189.0,11,14,1
740.0,7,9,1
11528.0,40,49,4
1290.0,3,3,1
2579.0,5,5,2
910.0,8,10,1
823.0,12,14,3
4010.0,1,1,1
7780.0,49,66,4
2020.0,1,1,1
340.0,11,11,1
2216.0,4,4,2
16024.0,59,78,6
1422.0,1,1,1
848.0,5,6,1
2100.0,2,2,1
3804.0,22,30,2
3320.0,4,4,2
390.0,7,10,1
7493.0,27,34,2
851.0,2,2,1
560.0,2,3,1
4402.0,2,2,1
311.0,14,17,1
9466.0,2,2,1
416.0,26,34,1
4594.0,2,2,1
474.0,14,17,1
4505.0,1,1,1
308.0,11,14,1
1190.0,1,1,1
430.0,4,5,1
1280.0,1,1,1
8491.0,25,33,3
2338.0,1,3,1
180.0,8,11,1
1512.0,8,8,3
998.0,3,3,2
4387.0,1,1,1
381.0,11,13,1
2620.0,2,2,1
8540.0,39,47,3
1540.0,2,2,1
4396.0,18,21,2
2200.0,1,2,1
349.0,8,9,1
340.0,1,2,1
378.0,2,2,1
1980.0,1,1,1
2875.0,9,12,2
5462.0,25,36,3
3718.0,1,1,1
551.0,18,22,1
7418.0,2,2,1
262.0,23,34,1
4679.0,2,2,1
3600.0,31,39,3
220.0,1,1,1
652.0,2,2,1
1436.0,2,2,1
1116.0,5,7,1
910.0,5,7,2
8419.0,26,32,4
2111.0,1,1,1
12756.0,6,8,1
509.0,36,44,1
180.0,2,2,1
13369.0,47,62,3
1680.0,2,3,1
12882.0,47,67,3
4465.0,4,4,2
446.0,20,22,1
2780.0,2,2,1
3094.0,20,24,2
4357.0,2,2,1
350.0,9,11,1
449.0,3,3,1
8813.0,26,39,3
1156.0,1,1,1
2563.0,4,4,1
838.0,10,12,1
9385.0,2,2,1
3319.0,37,47,2
300.0,2,2,1
481.0,2,2,1
1054.0,2,2,1
9533.0,35,40,5
842.0,4,6,2
7296.0,29,35,5
3910.0,1,1,1
1486.0,18,24,2
342.0,1,1,1
9911.0,13,17,2
408.0,19,26,1
1270.0,1,1,1
408.0,4,4,1
2046.0,1,1,1
400.0,6,11,1
5699.0,1,1,1
16138.0,39,51,1
1536.0,8,10,2
1450.0,8,9,1
548.0,4,7,1
1390.0,2,2,1
530.0,3,6,1
1912.0,5,7,3
415.0,3,5,1
473.0,1,1,1
238.0,1,1,1
420.0,2,2,1
968.0,1,1,1
3651.0,26,28,4
5938.0,2,2,1
381.0,18,24,1
4122.0,2,2,1
1927.0,19,20,2
5365.0,12,19,3
3341.0,2,2,1
348.0,12,14,1
2729.0,2,2,1
5703.0,15,15,1
1460.0,4,4,1
3848.0,18,22,4
1849.0,2,2,1
2425.0,18,20,3
3312.0,4,4,2
238.0,12,12,1
3315.0,2,2,1
271.0,10,13,1
1096.0,2,2,1
4297.0,21,25,3
854.0,2,2,1
272.0,3,5,1
4094.0,2,2,1
441.0,13,15,1
2656.0,1,1,1
2678.0,18,21,2
2445.0,2,2,1
331.0,12,12,2
1015.0,4,4,2
4642.0,4,5,1
434.0,22,26,1
999.0,1,1,1
417.0,6,6,1
1448.0,12,12,4
1858.0,1,1,1
330.0,8,10,1
1987.0,2,2,2
468.0,27,30,2
9863.0,33,42,5
1009.0,2,2,1
304.0,5,5,1
4001.0,2,2,1
320.0,10,16,1
2704.0,2,2,1
369.0,7,11,1
5792.0,2,2,1
302.0,18,22,1
2038.0,2,2,1
514.0,8,14,2
1310.0,1,1,1
404.0,7,10,1
925.0,1,1,1
290.0,3,4,1
1562.0,10,11,3
1979.0,3,3,2
6151.0,9,11,1
339.0,14,23,1
3144.0,2,2,1
366.0,8,12,1
6436.0,2,2,1
518.0,30,34,1
1523.0,2,2,2
1767.0,2,2,1
4403.0,23,25,2
853.0,3,6,1
321.0,4,4,1
1760.0,7,12,3
2476.0,2,2,2
415.0,5,9,1
1469.0,2,2,1
7802.0,25,43,2
1880.0,1,1,1
371.0,6,11,1
2313.0,1,1,1
456.0,7,14,1
1708.0,2,2,2
2191.0,2,2,1
356.0,7,9,1
819.0,4,4,2
659.0,2,2,1
349.0,1,1,1
4479.0,2,2,1
5267.0,26,35,2
3937.0,2,2,1
2321.0,23,27,2
10250.0,1,1,1
454.0,29,36,1
640.0,1,1,1
472.0,5,5,1
780.0,2,2,1
460.0,9,11,2
820.0,2,2,1
9172.0,49,54,6
4755.0,1,1,1
368.0,10,16,1
2566.0,5,6,2
341.0,7,8,1
1954.0,4,5,3
410.0,10,11,1
6679.0,44,58,6
4268.0,4,4,2
264.0,12,14,1
2848.0,4,4,2
2361.0,13,16,2
1609.0,2,2,1
191.0,3,3,1
1414.0,2,2,1
2894.0,13,18,2
1327.0,2,2,1
280.0,5,6,1
1008.0,3,3,1
2188.0,15,21,3
638.0,2,2,1
227.0,2,2,1
580.0,2,2,1
3020.0,13,16,2
1264.0,2,2,1
655.0,8,8,2
1947.0,2,2,1
232.0,5,8,1
606.0,2,2,1
3524.0,1,1,1
3102.0,30,38,2
303.0,1,1,1
436.0,1,1,1
2684.0,1,1,1
277.0,8,10,1
4204.0,1,1,1
517.0,18,22,1
3076.0,2,2,1
6353.0,23,34,4
1913.0,1,1,1
506.0,5,6,1
1884.0,2,2,2
5634.0,7,8,1
839.0,23,27,1
1057.0,3,3,1
5000.0,12,13,2
1448.0,14,17,2
5570.0,2,2,1
414.0,29,35,2
650.0,2,2,1
462.0,3,3,1
2482.0,1,1,1
5807.0,24,42,2
312.0,3,4,1
1955.0,1,1,1
231.0,9,9,1
1288.0,1,1,1
770.0,5,6,1
345.0,2,2,1
1321.0,1,1,1
314.0,5,7,1
1330.0,1,1,1
333.0,4,9,1
955.0,2,2,1
337.0,4,5,1
3474.0,2,2,1
691.0,15,20,2
1618.0,2,2,1
2863.0,11,14,2
410.0,3,4,1
6917.0,27,30,5
1235.0,3,4,1
1895.0,4,5,1
9735.0,41,50,3
1446.0,2,2,1
239.0,6,8,1
1351.0,2,2,1
4264.0,22,28,4
1636.0,2,2,1
332.0,8,9,1
3004.0,2,2,1
298.0,7,9,1
334.0,2,2,1
6025.0,21,31,3
920.0,2,2,1
10320.0,23,31,2
1637.0,19,22,1
6954.0,12,15,2
3020.0,24,32,2
2207.0,3,3,1
4126.0,26,40,3
6352.0,4,4,2
533.0,12,21,1
9624.0,44,61,4
4668.0,3,4,2
14001.0,58,78,4
2052.0,2,2,1
5102.0,19,25,2
870.0,1,1,1
4319.0,21,26,2
1159.0,5,5,2
2797.0,6,9,2
612.0,8,8,2
1627.0,1,4,1
3750.0,5,6,1
1177.0,20,24,2
1880.0,2,2,1
6418.0,28,36,2
8392.0,26,32,3
715.0,2,2,1
5150.0,17,19,2
2342.0,2,2,1
331.0,9,11,1
2026.0,2,2,1
277.0,11,16,2
2362.0,2,2,1
273.0,7,11,1
5039.0,25,28,4
100.0,2,2,1
8095.0,27,36,2
5563.0,1,1,1
406.0,26,32,1
2034.0,8,9,2
1775.0,1,1,1
709.0,7,14,1
3143.0,3,5,1
856.0,12,18,1
1294.0,1,4,1
510.0,7,8,1
2863.0,16,18,2
234.0,1,1,1
780.0,2,2,1
2154.0,13,15,2
1936.0,4,4,2
1901.0,5,9,1
266.0,4,6,1
167.0,1,1,1
815.0,1,1,1
308.0,4,5,1
1068.0,2,2,1
752.0,13,16,2
1984.0,7,10,2
210.0,1,1,1
9792.0,36,58,5
3964.0,2,2,1
2525.0,24,29,2
8721.0,39,47,2
952.0,2,2,1
8251.0,31,32,3
16526.0,5,8,1
120.0,5,6,1
16983.0,55,69,7
190.0,9,9,2
650.0,2,2,1
621.0,5,5,2
