turn_lengths,turn_words,turn_syllables,tcus_per_turn
800.0,10,10,1
1530.0,8,9,2
1819.0,8,8,3
640.0,6,6,1
1042.0,1,1,1
581.0,1,1,1
2305.0,7,9,2
2468.0,6,8,2
2303.0,11,11,2
527.0,2,3,1
5053.0,18,22,3
559.0,1,1,1
705.0,5,6,2
290.0,1,1,1
3305.0,13,15,2
162.0,1,2,1
7490.0,17,23,4
11146.0,1,1,1
10152.0,58,74,4
479.0,3,3,1
3170.0,2,2,1
10469.0,55,64,3
390.0,1,1,1
8086.0,30,35,3
6880.0,2,2,1
440.0,30,32,1
1477.0,1,1,1
1090.0,6,8,1
270.0,7,8,1
289.0,1,1,1
300.0,1,1,1
543.0,2,2,1
1036.0,4,4,2
434.0,3,3,1
56481.0,181,224,13
8906.0,57,69,3
3143.0,1,1,1
400.0,10,12,1
1851.0,2,2,1
7421.0,28,33,3
37786.0,148,189,10
1710.0,1,1,1
9496.0,44,58,3
872.0,1,1,1
29490.0,94,116,9
796.0,1,1,1
9980.0,1,2,1
2147.0,42,59,2
1100.0,1,1,1
20776.0,58,66,6
11946.0,33,38,1
5906.0,2,2,1
13054.0,43,54,4
13147.0,14,19,3
3944.0,2,1,1
17268.0,46,63,3
5150.0,2,2,1
416.0,16,20,1
1330.0,1,1,1
9997.0,34,52,2
8301.0,31,42,3
590.0,1,1,1
506.0,1,1,1
3365.0,3,3,1
1162.0,3,3,1
5220.0,6,9,1
9328.0,46,57,4
1585.0,2,2,1
27718.0,18,22,2
2544.0,3,1,1
19553.0,43,56,5
7608.0,1,1,1
6897.0,31,43,3
2530.0,2,2,1
9066.0,29,42,2
1618.0,1,1,1
24700.0,64,81,7
3014.0,7,10,1
2884.0,16,22,2
1550.0,2,2,1
10243.0,9,10,1
4951.0,2,1,1
14380.0,51,61,6
6326.0,2,2,1
392.0,21,27,1
3086.0,2,2,1
6329.0,25,30,3
5444.0,23,29,3
2190.0,1,1,1
3104.0,21,23,3
1470.0,2,2,1
3034.0,14,19,2
2406.0,2,2,1
589.0,7,10,1
5987.0,6,7,3
575.0,12,14,1
2180.0,2,2,1
422.0,6,8,1
6795.0,21,24,2
765.0,2,2,1
3217.0,24,27,3
5284.0,2,1,1
10157.0,46,57,5
17422.0,57,74,5
8391.0,2,2,1
340.0,23,25,1
4239.0,1,1,1
519.0,17,19,1
1438.0,1,1,1
403.0,4,7,1
3321.0,1,1,1
8311.0,34,39,4
7572.0,1,1,1
310.0,27,36,1
1212.0,2,2,1
301.0,6,7,1
3270.0,1,1,1
2004.0,24,26,2
1990.0,2,2,1
258.0,9,12,1
29087.0,88,122,9
5821.0,2,2,1
30397.0,112,140,6
7041.0,20,25,2
2280.0,2,2,1
661.0,11,12,1
12460.0,2,2,1
711.0,38,47,1
5317.0,3,3,2
21707.0,115,132,11
490.0,2,2,1
18557.0,63,79,4
3346.0,2,2,1
671.0,14,15,1
8197.0,1,1,1
360.0,22,33,1
1250.0,1,1,1
1694.0,6,8,1
960.0,28,35,2
4310.0,2,2,1
8369.0,40,48,3
1770.0,1,1,1
3231.0,23,26,2
3478.0,1,1,1
328.0,14,14,1
2600.0,1,1,1
11171.0,47,59,7
3990.0,1,1,1
6247.0,33,42,2
1869.0,1,1,1
125.0,11,12,1
6025.0,15,18,2
3830.0,2,2,1
368.0,15,17,1
4015.0,3,3,2
614.0,9,9,1
1816.0,2,2,1
350.0,8,9,1
2520.0,2,2,1
4033.0,10,13,1
14681.0,63,72,2
1850.0,2,2,1
550.0,8,8,1
1550.0,1,3,1
9592.0,34,44,2
22263.0,35,45,3
3770.0,2,2,1
11226.0,50,59,2
3740.0,1,1,1
3296.0,25,31,2
1040.0,1,1,1
759.0,12,12,2
13912.0,61,77,4
4412.0,1,1,1
13016.0,52,64,2
5479.0,18,26,2
4080.0,2,2,1
462.0,12,17,1
5524.0,27,31,3
490.0,1,1,1
15579.0,51,63,6
13207.0,52,70,2
14834.0,72,100,8
9754.0,2,4,2
320.0,27,40,1
2730.0,2,2,1
20982.0,74,94,9
4610.0,1,1,1
12171.0,45,70,2
6970.0,1,1,1
18004.0,77,103,4
2040.0,1,1,1
3448.0,22,28,2
8279.0,28,38,2
1257.0,5,6,1
663.0,6,6,1
664.0,13,16,2
1130.0,1,1,1
280.0,5,5,1
2330.0,1,1,1
13905.0,48,70,4
403.0,11,14,1
6310.0,20,26,4
340.0,2,2,1
2768.0,11,14,2
4300.0,1,1,1
715.0,12,16,1
360.0,3,3,1
6623.0,16,20,2
58379.0,180,245,14
1853.0,6,6,3
8531.0,3,4,1
21735.0,72,92,5
1193.0,2,2,1
1232.0,8,8,1
91.0,6,7,1
1603.0,3,3,1
53214.0,182,218,20
4138.0,1,1,1
1333.0,17,17,2
13291.0,30,39,3
3846.0,13,15,2
15747.0,44,58,4
28250.0,98,116,8
1312.0,2,2,1
24503.0,83,102,6
590.0,3,3,1
39914.0,107,129,9
64592.0,182,221,12
220.0,2,2,1
3339.0,14,16,4
39293.0,111,157,8
12714.0,1,1,1
22228.0,89,123,4
4940.0,1,1,1
18449.0,57,83,5
160.0,7,7,1
44893.0,123,163,10
400.0,13,17,1
3649.0,1,1,1
77650.0,239,326,14
7361.0,1,1,1
10457.0,35,52,4
22005.0,94,137,7
3020.0,1,1,1
831.0,14,23,2
1810.0,1,1,1
1689.0,7,11,1
12880.0,35,49,2
13867.0,37,43,4
2200.0,2,2,1
34089.0,40,50,2
16874.0,6,7,1
7115.0,70,88,3
1970.0,11,14,1
262.0,5,8,1
4850.0,1,1,1
8819.0,54,73,3
299.0,1,1,1
980.0,1,1,1
420.0,5,7,1
13113.0,54,80,4
1970.0,1,1,1
9310.0,35,51,4
8880.0,1,1,1
5992.0,56,71,4
25645.0,101,128,7
259.0,2,2,1
15861.0,69,82,5
1550.0,1,1,1
10920.0,32,40,4
1380.0,25,34,1
1620.0,8,9,1
120.0,5,8,1
1754.0,8,10,2
512.0,6,6,2
17116.0,37,54,3
530.0,2,3,1
2428.0,11,14,2
2762.0,7,8,2
1310.0,3,3,1
15766.0,58,77,4
1115.0,5,7,1
723.0,4,5,1
1562.0,1,1,1
6935.0,23,35,3
587.0,2,2,1
6452.0,1,1,1
5858.0,38,47,3
710.0,2,2,1
12690.0,44,52,5
5715.0,18,22,2
2264.0,1,1,1
7724.0,29,39,4
656.0,5,7,1
2350.0,2,2,1
695.0,9,14,2
1775.0,2,2,1
7651.0,34,42,4
2476.0,10,12,2
14008.0,50,67,8
1387.0,5,6,2
260.0,1,1,1
928.0,4,4,2
2009.0,2,2,1
13379.0,50,61,5
3801.0,1,1,1
1006.0,15,17,1
831.0,3,3,1
2904.0,2,2,1
13523.0,51,68,4
504.0,1,3,1
3544.0,2,2,1
370.0,12,18,1
5539.0,2,2,2
821.0,20,26,1
2008.0,2,3,1
565.0,5,5,1
2136.0,1,1,1
6733.0,28,36,3
2406.0,2,2,1
2166.0,8,11,1
6231.0,37,59,4
2486.0,3,3,2
13345.0,52,63,3
1473.0,2,2,1
922.0,4,6,1
5248.0,1,1,1
2162.0,22,28,2
5096.0,16,23,3
12234.0,27,37,3
927.0,16,27,1
704.0,3,3,1
1760.0,1,1,1
1687.0,13,13,2
3724.0,4,5,2
7731.0,33,37,3
8451.0,1,1,1
1831.0,4,4,1
11716.0,53,65,6
985.0,1,1,1
5852.0,16,19,3
5647.0,26,32,3
67876.0,192,254,15
564.0,2,2,1
6626.0,1,1,1
56388.0,226,285,11
2701.0,9,13,2
1804.0,1,1,1
32517.0,98,121,11
4184.0,2,2,1
33981.0,126,157,10
7516.0,2,2,1
447.0,20,28,1
16760.0,58,74,5
301.0,3,5,1
38240.0,139,176,9
9140.0,17,23,3
23158.0,69,96,7
4020.0,4,5,2
359.0,11,11,1
5640.0,1,1,1
10816.0,21,28,1
150786.0,86,101,6
794.0,2,2,1
131149.0,407,503,37
4206.0,2,2,2
33736.0,117,144,8
2878.0,1,1,1
24207.0,85,99,7
283.0,3,3,1
10125.0,54,67,3
27495.0,60,73,7
2250.0,6,12,2
3076.0,2,2,1
533.0,12,14,1
5301.0,2,2,1
6726.0,13,20,1
5477.0,4,4,1
14483.0,63,77,4
2986.0,2,5,1
536.0,12,14,2
3810.0,2,2,1
6155.0,28,41,2
2064.0,4,4,1
855.0,9,12,1
5172.0,23,28,2
1051.0,2,2,1
5391.0,21,28,3
1336.0,2,2,1
8654.0,24,31,2
705.0,1,1,1
833.0,2,2,1
396.0,3,3,1
2073.0,3,3,2
3970.0,6,6,1
13894.0,61,76,5
3960.0,21,29,3
3601.0,4,4,2
464.0,9,14,1
174.0,3,3,2
1860.0,4,7,2
2534.0,2,2,1
3558.0,10,12,1
3370.0,16,16,2
628.0,5,6,1
3327.0,2,2,1
465.0,7,13,1
4460.0,4,4,2
315.0,16,20,1
4519.0,3,3,2
380.0,15,22,1
3589.0,3,3,2
433.0,8,10,1
8316.0,4,7,3
334.0,24,33,1
1040.0,3,5,1
1190.0,3,3,1
530.0,4,5,1
178.0,1,1,1
815.0,11,13,2
1717.0,7,7,3
1392.0,2,2,1
4567.0,28,35,3
4896.0,6,6,3
352.0,10,16,1
727.0,3,3,1
360.0,2,2,1
3995.0,7,7,2
592.0,12,19,2
609.0,2,2,1
1863.0,3,3,1
380.0,7,9,1
1265.0,1,1,1
1010.0,3,6,1
2179.0,13,14,2
370.0,1,1,1
515.0,1,1,1
3426.0,1,1,1
1632.0,12,18,1
15482.0,35,42,4
7133.0,19,27,1
1710.0,3,4,1
1507.0,10,12,2
4842.0,4,5,1
353.0,12,16,1
383.0,3,3,1
360.0,1,1,1
2194.0,2,2,1
1735.0,11,14,2
1021.0,2,2,1
598.0,3,4,1
3769.0,2,2,1
3741.0,12,13,1
380.0,9,15,1
351.0,1,1,1
1154.0,2,2,1
239.0,5,7,1
11729.0,38,49,5
4816.0,17,21,2
3149.0,4,4,2
496.0,10,16,1
2487.0,2,2,1
1348.0,6,10,1
686.0,4,4,1
5254.0,1,3,1
10999.0,25,29,3
248.0,18,24,1
901.0,3,6,2
440.0,2,3,1
447.0,2,2,1
847.0,1,2,1
478.0,3,3,1
1733.0,4,7,2
1316.0,2,2,1
6120.0,17,27,2
3649.0,2,2,1
665.0,11,14,1
4158.0,4,4,2
2652.0,13,18,1
4174.0,8,11,1
21412.0,16,18,1
8364.0,40,49,1
17869.0,33,43,2
626.0,18,28,1
6742.0,20,29,2
1581.0,4,4,2
496.0,5,7,1
354.0,1,1,1
497.0,1,1,1
681.0,1,1,1
158.0,1,1,1
187.0,1,1,1
3650.0,2,2,1
19339.0,54,62,8
196.0,25,28,1
2164.0,3,3,1
830.0,7,12,1
1893.0,3,3,2
297.0,7,8,1
3254.0,3,3,1
381.0,12,17,1
5065.0,5,5,3
538.0,15,18,1
6056.0,21,26,4
5020.0,2,2,1
804.0,15,17,1
5330.0,4,4,1
1698.0,23,33,2
392.0,6,6,1
7973.0,22,28,3
1363.0,2,2,1
7735.0,15,22,3
395.0,8,10,1
686.0,6,6,2
3273.0,12,16,2
1738.0,4,5,1
1971.0,9,10,1
290.0,8,10,1
622.0,1,1,1
880.0,2,2,1
1454.0,13,13,3
1076.0,6,6,2
841.0,9,12,2
3752.0,7,9,2
1489.0,9,10,2
1500.0,2,2,1
1444.0,6,7,1
284.0,5,5,1
577.0,6,7,2
3526.0,2,2,2
312.0,13,18,1
15423.0,44,51,7
1571.0,2,2,1
4355.0,6,9,2
839.0,18,21,1
21472.0,45,70,5
2662.0,12,18,2
3596.0,2,2,1
290.0,14,20,1
4433.0,1,1,1
890.0,17,23,1
1485.0,3,3,2
2606.0,24,31,3
2066.0,4,4,1
350.0,5,6,1
2178.0,1,2,1
317.0,4,5,1
4245.0,1,2,1
268.0,11,18,1
1556.0,1,1,1
307.0,10,12,1
1043.0,1,2,1
1453.0,3,3,2
3239.0,16,19,3
450.0,1,1,1
13592.0,54,73,5
2696.0,4,4,3
324.0,12,15,2
14662.0,45,57,8
572.0,3,4,2
22439.0,70,94,6
4520.0,1,1,1
4096.0,27,42,2
1430.0,1,1,1
290.0,7,9,1
4701.0,2,2,1
523.0,19,24,1
2023.0,3,3,2
4213.0,26,33,4
3178.0,1,1,1
3118.0,34,41,2
2531.0,11,13,3
9031.0,44,51,5
1582.0,2,2,1
3433.0,25,28,3
4373.0,2,2,1
2270.0,21,23,3
4285.0,1,3,1
1199.0,18,23,1
1073.0,5,5,1
490.0,5,6,1
425.0,1,2,1
210.0,1,1,1
5502.0,21,25,4
2150.0,2,2,1
10824.0,41,47,2
3262.0,3,3,1
506.0,15,19,1
758.0,2,2,1
761.0,3,3,1
379.0,3,3,1
14922.0,57,72,6
2567.0,2,2,1
2933.0,20,26,4
10557.0,35,42,5
347.0,6,9,1
439.0,1,1,1
1718.0,4,7,3
1688.0,1,1,1
1859.0,10,12,2
2328.0,22,24,2
1940.0,2,3,1
6376.0,12,14,1
2816.0,18,26,2
412.0,3,6,1
416.0,2,3,2
2010.0,2,2,1
400.0,7,10,1
340.0,1,1,1
2089.0,6,8,2
357.0,1,1,1
752.0,2,3,2
944.0,5,8,2
1106.0,2,2,2
130.0,5,7,1
1310.0,2,3,1
7803.0,29,38,6
5159.0,2,6,1
260.0,16,19,1
1415.0,1,1,1
7663.0,54,69,5
2838.0,1,1,1
3336.0,11,11,3
387.0,1,1,1
3570.0,6,6,2
350.0,5,5,1
6235.0,2,2,1
7082.0,35,48,3
7111.0,2,2,1
431.0,21,27,1
2849.0,2,2,1
420.0,7,7,1
1150.0,2,2,1
4555.0,18,20,3
1836.0,2,2,1
360.0,6,7,1
900.0,1,1,1
380.0,4,5,1
1188.0,2,2,1
220.0,6,7,1
6242.0,14,17,3
363.0,2,2,1
1856.0,10,10,3
380.0,2,4,1
320.0,1,2,1
402.0,1,1,1
11955.0,40,48,5
2970.0,2,2,1
6850.0,29,38,5
4139.0,2,2,1
3078.0,26,29,2
1284.0,2,2,1
910.0,6,7,1
974.0,2,4,1
6943.0,19,21,3
857.0,18,23,2
4064.0,1,1,1
538.0,10,15,1
6257.0,7,7,4
677.0,21,24,2
16980.0,57,65,6
1414.0,3,3,1
398.0,10,12,1
3540.0,1,1,1
730.0,16,20,1
343.0,3,3,1
4347.0,1,1,1
3710.0,27,34,2
4510.0,2,2,1
8064.0,53,66,5
2830.0,2,2,1
2407.0,21,25,2
3369.0,1,1,1
583.0,12,14,2
1998.0,7,10,2
1023.0,3,4,2
5574.0,17,19,3
2072.0,7,7,1
402.0,5,9,1
566.0,1,2,1
11348.0,36,47,4
6836.0,1,2,1
3399.0,33,36,2
3795.0,2,2,1
5909.0,13,16,1
572.0,12,15,1
835.0,2,4,2
717.0,1,1,1
5454.0,2,2,1
2781.0,5,6,1
7414.0,14,16,2
390.0,19,25,1
2278.0,2,2,1
3372.0,21,23,2
5624.0,2,2,1
350.0,22,29,1
606.0,2,2,1
6718.0,21,28,3
491.0,2,2,1
446.0,10,14,2
1554.0,1,1,1
376.0,7,9,1
2333.0,2,2,1
2078.0,14,22,2
2522.0,10,11,2
656.0,2,2,1
341.0,3,3,1
435.0,1,1,1
4143.0,1,1,1
2424.0,25,31,2
1897.0,4,4,1
8945.0,36,48,3
264.0,2,2,1
360.0,1,1,1
669.0,10,12,3
6035.0,10,12,3
690.0,14,16,3
3055.0,7,9,3
427.0,1,2,1
679.0,2,2,1
344.0,4,5,1
6716.0,10,11,1
510.0,3,4,1
7423.0,2,2,1
17008.0,67,87,4
2210.0,1,1,1
842.0,12,16,2
3885.0,17,21,3
2720.0,1,1,1
564.0,9,11,1
3087.0,13,18,2
3372.0,11,16,3
1490.0,3,6,2
740.0,1,1,1
16025.0,55,69,4
4532.0,20,23,3
770.0,1,2,1
20297.0,56,73,6
1858.0,2,2,1
4120.0,8,11,1
8848.0,33,42,5
2110.0,1,1,1
21602.0,66,80,4
2417.0,1,1,1
530.0,2,2,1
3902.0,10,13,3
2460.0,4,8,1
4285.0,21,26,2
3363.0,2,2,1
25317.0,89,114,9
703.0,12,15,1
7352.0,7,8,2
8162.0,17,21,1
669.0,30,44,2
7387.0,2,2,1
410.0,26,34,1
358.0,2,2,1
5247.0,15,20,2
2216.0,2,2,1
12382.0,34,40,5
840.0,1,1,1
5339.0,12,17,2
479.0,27,32,2
8457.0,1,1,1
20386.0,82,109,6
3099.0,7,7,2
15860.0,51,66,6
3050.0,1,1,1
21235.0,65,76,4
2586.0,1,3,1
17715.0,75,90,7
5940.0,1,1,1
9901.0,36,47,2
8103.0,21,28,1
290.0,22,32,1
3706.0,2,2,1
18763.0,64,79,6
2630.0,2,2,1
881.0,10,14,2
130.0,3,3,1
10426.0,2,2,1
4687.0,35,47,3
6279.0,21,26,3
1330.0,1,3,1
60.0,9,9,1
13538.0,37,45,3
3330.0,2,2,1
10261.0,41,53,2
1970.0,5,7,2
2897.0,4,8,1
44069.0,33,45,3
350.0,43,60,1
42888.0,103,128,15
850.0,2,2,1
280.0,2,5,1
1590.0,2,2,1
16213.0,47,57,3
1770.0,2,2,1
37051.0,120,144,8
1050.0,2,2,1
27043.0,94,120,7
130.0,3,4,1
12837.0,50,58,4
4533.0,2,2,1
7840.0,43,56,2
49892.0,139,180,10
9930.0,2,2,1
632.0,37,52,2
7617.0,2,2,1
29030.0,102,141,8
2069.0,1,1,1
5814.0,26,43,2
5060.0,2,3,1
8213.0,8,15,2
340.0,8,9,1
993.0,5,5,2
499.0,16,21,2
4214.0,13,17,2
2825.0,2,3,1
370.0,19,23,1
3808.0,1,1,1
2876.0,12,21,1
490.0,12,14,1
21192.0,86,113,7
2056.0,1,1,1
4839.0,4,6,1
380.0,22,24,1
4240.0,1,1,1
2858.0,16,21,1
474.0,14,16,1
5909.0,1,1,1
2387.0,20,22,1
798.0,12,13,1
1006.0,1,2,1
411.0,3,3,1
7915.0,1,1,1
4237.0,27,39,1
8786.0,48,61,4
2132.0,2,2,1
17733.0,76,93,4
502.0,2,2,1
8634.0,24,32,2
6237.0,27,33,3
5140.0,1,1,1
589.0,19,26,1
826.0,1,1,1
5676.0,2,3,1
2740.0,7,8,1
2722.0,18,18,2
430.0,7,9,1
9228.0,31,41,2
8911.0,1,1,1
196.0,27,36,1
277.0,1,1,1
231.0,1,1,1
1418.0,5,6,2
4364.0,19,22,3
7409.0,28,31,5
891.0,1,1,1
21175.0,75,84,9
2930.0,2,2,1
13412.0,59,62,4
10151.0,34,46,4
2595.0,2,2,1
3033.0,15,20,2
5093.0,2,2,1
2737.0,34,44,3
703.0,1,1,1
458.0,2,3,1
3138.0,2,2,2
320.0,12,18,1
727.0,5,6,2
2766.0,2,2,1
408.0,11,13,1
389.0,1,1,1
2950.0,1,1,1
4667.0,31,37,2
8642.0,40,45,4
1023.0,6,8,2
6812.0,49,62,3
297.0,1,1,1
3039.0,9,11,2
2378.0,10,13,2
1212.0,5,5,2
444.0,2,4,1
7161.0,24,35,4
618.0,3,3,2
1730.0,1,2,1
6149.0,27,30,4
490.0,2,2,1
1310.0,2,2,1
389.0,7,7,1
916.0,2,2,1
3703.0,5,5,1
3328.0,25,30,2
2994.0,1,1,1
5130.0,7,11,1
1242.0,26,32,2
1759.0,5,7,2
16379.0,56,64,6
753.0,8,9,1
105.0,4,4,1
9176.0,35,47,6
2085.0,11,11,2
1755.0,7,11,1
5796.0,27,35,2
1387.0,2,2,1
4999.0,4,6,1
370.0,22,30,1
13486.0,52,63,5
2335.0,2,2,1
23645.0,95,115,6
7109.0,1,1,1
1210.0,16,17,1
30120.0,21,22,8
339.0,50,67,1
14664.0,31,41,3
350.0,13,16,1
1750.0,2,2,1
9789.0,51,65,3
2176.0,4,4,2
5808.0,27,30,2
1030.0,1,1,1
6242.0,21,33,3
616.0,2,2,1
2376.0,3,5,1
34452.0,107,137,8
3221.0,1,1,1
6407.0,15,18,2
5218.0,2,2,1
17998.0,73,95,4
12916.0,2,2,1
22184.0,105,135,6
10404.0,33,40,2
7733.0,2,2,1
5884.0,26,36,2
1201.0,2,2,1
5217.0,22,28,2
4907.0,2,2,1
19399.0,57,80,4
8965.0,2,2,1
300.0,20,25,1
940.0,1,1,1
250.0,3,3,1
5790.0,1,1,1
9225.0,16,24,1
6607.0,58,75,3
12910.0,1,1,1
12965.0,87,104,4
5114.0,14,20,2
3848.0,2,2,1
5681.0,19,22,2
4466.0,2,2,1
6755.0,36,56,3
3087.0,1,1,1
830.0,6,12,1
10337.0,11,15,2
14501.0,72,100,4
3120.0,2,2,1
2760.0,23,27,2
7777.0,2,2,1
466.0,21,34,1
24303.0,84,111,10
4418.0,12,23,2
6389.0,1,1,1
361.0,20,27,1
2497.0,2,2,1
2607.0,14,22,2
2274.0,2,2,1
5217.0,19,29,3
3641.0,2,2,1
7762.0,37,47,4
1216.0,2,2,1
8254.0,19,33,2
8144.0,2,2,1
428.0,23,37,2
5102.0,18,23,2
2356.0,5,9,2
20404.0,29,33,4
389.0,33,44,1
3420.0,2,2,1
5427.0,28,38,2
6839.0,25,32,4
2942.0,2,2,1
450.0,16,21,1
509.0,1,1,1
310.0,1,1,1
2941.0,16,20,2
910.0,1,1,1
3050.0,16,17,2
4420.0,2,2,1
301.0,19,21,1
2077.0,2,2,1
1413.0,8,9,1
482.0,4,6,1
300.0,2,2,1
2228.0,9,13,2
5836.0,20,21,2
4173.0,2,2,1
4313.0,27,37,3
1666.0,2,2,1
8232.0,94,129,3
38118.0,112,149,11
1079.0,9,14,2
6728.0,16,18,3
13756.0,9,11,1
6501.0,69,87,3
1837.0,3,4,1
3764.0,17,22,2
883.0,5,8,2
6600.0,3,3,1
3859.0,31,38,3
1408.0,2,2,1
8320.0,24,32,4
1864.0,2,2,1
7692.0,32,35,3
1926.0,4,6,2
1049.0,3,5,1
2788.0,7,8,1
5910.0,32,43,2
9216.0,43,50,3
2576.0,2,2,1
2683.0,9,10,1
3979.0,3,3,1
526.0,15,17,1
182.0,1,1,1
160.0,1,1,1
3798.0,15,19,4
1203.0,1,2,1
618.0,8,8,1
5898.0,10,19,1
1831.0,11,14,2
4879.0,18,20,4
1490.0,1,1,1
875.0,2,2,1
266.0,4,5,1
2645.0,9,14,2
14196.0,32,42,2
1600.0,11,12,1
2431.0,12,14,2
1539.0,2,2,1
1118.0,7,9,2
589.0,5,5,1
11363.0,34,42,2
3187.0,4,4,2
2092.0,15,24,2
10058.0,1,1,1
1200.0,24,30,1
3175.0,15,16,2
1596.0,3,4,2
535.0,3,4,1
13491.0,23,28,3
483.0,12,17,1
3240.0,2,2,1
510.0,28,32,2
7720.0,2,2,1
523.0,23,33,1
3431.0,2,2,1
460.0,6,11,1
8083.0,1,1,1
12670.0,64,80,4
6791.0,2,2,1
486.0,12,19,1
2801.0,1,1,1
511.0,7,10,1
3610.0,1,1,1
13652.0,42,56,6
1056.0,2,2,1
4634.0,15,18,2
4768.0,1,1,1
623.0,14,17,1
5577.0,1,1,1
308.0,13,19,1
1920.0,2,2,1
2522.0,15,20,2
2371.0,5,5,2
1785.0,10,11,3
5044.0,1,1,1
3191.0,27,33,2
13293.0,32,48,5
990.0,9,10,1
1210.0,2,2,1
1010.0,7,10,1
455.0,6,9,2
2179.0,5,8,2
1180.0,1,3,1
2156.0,11,18,2
2646.0,10,18,2
2679.0,10,13,3
799.0,2,2,1
4657.0,2,3,1
625.0,3,3,1
7238.0,11,12,2
6320.0,27,35,3
5355.0,15,16,2
798.0,5,6,2
895.0,1,2,1
3316.0,7,9,3
410.0,8,11,1
7836.0,23,28,4
7371.0,17,22,3
1293.0,5,8,2
1034.0,3,3,1
2740.0,5,5,2
349.0,9,12,1
1429.0,1,1,1
310.0,5,5,1
282.0,2,2,1
1416.0,5,5,2
1924.0,8,9,2
318.0,6,7,2
4334.0,1,1,1
677.0,13,15,1
491.0,2,3,1
1456.0,1,1,1
204.0,8,10,1
6532.0,18,22,3
1324.0,2,3,1
12178.0,14,19,2
4483.0,9,13,1
9507.0,36,51,4
6412.0,2,3,1
680.0,15,20,1
1877.0,2,2,1
879.0,8,9,1
575.0,3,3,1
1998.0,2,2,1
683.0,7,9,1
441.0,1,2,1
547.0,1,2,1
1473.0,6,7,1
38533.0,110,133,9
7697.0,12,14,2
14715.0,10,11,1
1810.0,3,4,1
36968.0,103,150,7
3702.0,15,19,3
12232.0,39,55,4
3980.0,2,2,1
373.0,23,29,2
8996.0,15,20,3
9351.0,40,50,6
280.0,5,10,1
2253.0,10,14,3
1310.0,2,2,1
292.0,10,16,2
7686.0,19,29,2
4814.0,2,2,1
9085.0,37,49,4
710.0,1,1,1
45182.0,115,140,11
9730.0,62,90,3
2050.0,1,1,1
2657.0,17,24,2
1104.0,11,16,2
3721.0,15,19,2
19290.0,2,2,1
7269.0,4,5,1
22395.0,84,107,7
1513.0,1,1,1
4492.0,17,22,2
623.0,1,2,1
3158.0,3,3,1
8395.0,9,11,2
6927.0,29,41,2
2650.0,3,3,1
538.0,13,16,1
356.0,2,2,1
4040.0,1,1,1
5441.0,21,28,2
12145.0,1,1,1
43748.0,136,192,4
17795.0,41,60,4
9611.0,2,2,1
20463.0,62,77,5
9101.0,6,8,1
5556.0,25,33,2
3340.0,2,2,1
12926.0,41,55,2
1185.0,2,2,1
2727.0,4,5,1
360.0,9,13,1
2000.0,1,1,1
22589.0,58,73,4
400.0,2,2,1
592.0,13,16,2
2790.0,2,2,1
660.0,19,24,2
3062.0,1,1,1
15662.0,46,77,2
11705.0,4,4,1
1887.0,21,27,2
3536.0,7,7,2
2328.0,23,31,4
7041.0,1,1,1
1212.0,21,32,1
821.0,2,2,1
1350.0,1,1,1
1700.0,4,5,1
210.0,4,8,1
505.0,2,2,1
1000.0,1,2,1
632.0,2,2,1
6836.0,26,38,2
2660.0,1,1,1
7368.0,35,49,2
11356.0,2,2,1
644.0,32,46,1
6453.0,2,2,1
6770.0,39,53,2
1187.0,2,2,1
9647.0,33,54,4
6770.0,1,1,1
310.0,28,34,1
2211.0,4,4,2
1792.0,17,20,2
6933.0,1,1,1
390.0,22,30,1
13279.0,4,4,2
1444.0,41,57,1
1470.0,7,7,1
1496.0,6,11,2
2790.0,7,7,1
340.0,12,15,1
6760.0,2,2,1
608.0,39,42,2
2290.0,1,1,1
457.0,9,13,1
8509.0,1,1,1
4596.0,53,76,2
1574.0,2,2,1
10141.0,9,9,1
367.0,28,34,1
2803.0,4,4,2
2423.0,13,15,2
2113.0,12,16,2
1480.0,3,3,1
4310.0,8,8,1
7269.0,31,42,2
5960.0,2,2,1
832.0,17,23,2
7830.0,2,2,1
347.0,27,33,1
568.0,2,2,1
10912.0,18,18,3
7102.0,17,27,1
812.0,9,11,1
7358.0,3,4,1
310.0,18,20,1
3790.0,2,2,1
17397.0,46,57,5
5281.0,36,51,2
1431.0,1,1,1
410.0,7,10,1
2512.0,2,2,2
864.0,11,18,2
3618.0,3,4,2
6839.0,32,45,3
2102.0,2,2,1
452.0,8,14,1
461.0,1,1,1
1878.0,1,1,1
2210.0,6,6,1
1729.0,7,9,2
738.0,4,5,1
1039.0,6,6,2
8290.0,25,32,2
6660.0,18,21,4
1124.0,10,11,1
9126.0,13,17,2
4239.0,38,54,2
2902.0,11,14,2
892.0,5,5,2
374.0,1,1,1
963.0,1,1,1
3277.0,13,14,2
4257.0,6,8,2
6213.0,29,40,3
9782.0,48,53,7
512.0,2,2,1
8511.0,31,35,2
200.0,1,1,1
2913.0,14,21,3
2193.0,8,13,2
3873.0,3,7,2
16351.0,57,74,5
40206.0,155,192,21
3582.0,1,1,1
21150.0,89,115,9
12211.0,36,53,3
8524.0,1,1,1
446.0,24,34,1
28397.0,110,147,11
12573.0,53,70,4
5873.0,5,7,3
1163.0,13,15,2
8196.0,4,4,3
5448.0,44,64,2
6554.0,36,50,6
783.0,3,3,1
3343.0,11,20,4
370.0,3,3,1
2420.0,18,21,4
